Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword
"571d14
",SY,SY,SY,173,"Arrest, detain, or charge with legal action 
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",EG,SY,EG,173,"Arrest, detain, or charge with legal action 
",30.0445,31.2332,33.5,36.3,30.0445,31.2332,,"Arab League, Al Qahirah, Egypt","Damascus, Dimashq, Syria",
"bf5e75
",LE,SY,SY,043,"Host a visit
",34.1794,36.4208,34.7268,36.7234,34.7268,36.7234,,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Homs, ?ims, Syria",
"bf5e75
",LE,SY,LE,043,"Host a visit
",34.1794,36.4208,34.7268,36.7234,34.1794,36.4208,,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Homs, ?ims, Syria",
"bf5e75
",LE,SY,SY,043,"Host a visit
",34.1794,36.4208,34.7268,36.7234,34.7268,36.7234,,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Homs, ?ims, Syria",
"bf5e75
",SY,LE,SY,042,"Make a visit
",34.7268,36.7234,34.1794,36.4208,34.7268,36.7234,,"Homs, ?ims, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",
"bf5e75
",SY,LE,LE,042,"Make a visit
",34.7268,36.7234,34.1794,36.4208,34.1794,36.4208,,"Homs, ?ims, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",
"bf5e75
",SY,LE,SY,042,"Make a visit
",34.7268,36.7234,34.1794,36.4208,34.7268,36.7234,,"Homs, ?ims, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",
"17534d 
",SY,QA,QA,073,"Provide humanitarian aid
",32.7359,35.7441,25.5,51.25,25.5,51.25,,"Wadi Khaled, Al Qunaytirah, Syria",Qatar,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,,Syria,Syria,
"571d14
",SY,,SY,172,"Impose administrative sanctions, not specified below
",35,38,0,0,35,38,,Syria,,
"c1f827
",SY,SY,SY,0841,"Return, release person(s)
",33.2854,35.69,33.2854,35.69,33.2854,35.69,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",
"94c42f
",SY,SY,SY,120,"Reject, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"5f2fc4
",LE,LE,LE,020,"Appeal, not specified below
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,,"Aarsal, Mohafazat Baalbek-Hermel, Lebanon","Aarsal, Mohafazat Baalbek-Hermel, Lebanon",
"5e75bf
",LE,SY,SY,033,"Express intent to provide matyerial aid, not specified below
",34.1794,36.4208,32.7359,35.7441,32.7359,35.7441,,"Aarsal, Mohafazat Baalbek-Hermel, Lebanon","Wadi Khaled, Al Qunaytirah, Syria",
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"c03624
",LE,SY,SY,090,"Investigate, not specified below
",33.8719,35.5097,35,38,35,38,,"Beirut, Beyrouth, Lebanon",Syria,
"ff4800
",LE,SY,SY,012,"Make pessimistic comment
",33.8719,35.5097,35,38,35,38,,"Beirut, Beyrouth, Lebanon",Syria,
"17534d 
",SY,SY,SY,070,"Provide aid, not specified below
",32.7359,35.7441,32.7359,35.7441,32.7359,35.7441,,"Wadi Khaled, Al Qunaytirah, Syria","Wadi Khaled, Al Qunaytirah, Syria",
"17534d 
",SY,LE,LE,070,"Provide aid, not specified below
",32.7359,35.7441,34.1794,36.4208,34.1794,36.4208,,"Wadi Khaled, Al Qunaytirah, Syria","Aarsal, Mohafazat Baalbek-Hermel, Lebanon",
"17534d 
",SY,TU,TU,075,"Grant asylum
",35,38,36.2066,36.1572,36.2066,36.1572,,Syria,"Hatay, Hatay, Turkey",
