Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Dubplicate Count
"f82758
",LE,SY,SY,130,"Threaten, not specified below
",33.8719,35.5097,33.5,36.3,33.5,36.3,http://www.tuscaloosanews.com/article/20140523/API/305239899,"Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,
"f82758
",LE,SY,SY,130,"Threaten, not specified below
",33.8333,35.8333,33.5,36.3,33.5,36.3,http://www.newser.com/article/d5138c1eb753424c9748a1d4277cbca9/mortar-strikes-election-gathering-for-assad-in-southern-syria-report-says-attack-kills-21.html,Lebanon,"Damascus, Dimashq, Syria",,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.staradvertiser.com/news/apnews/international/article/?ID=7051631,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"57144e
",SY,SY,LE,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.8719,35.5097,http://www.tuscaloosanews.com/article/20140523/API/305239899,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"57144e
",SY,SY,LE,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.8333,35.8333,http://timesleader.com/news/apnews/513817534249748142779/Deadly-mortar-attack-hits-Assad-gathering-in-Syria,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"57144e
",SY,LE,LE,141,"Demonstrate or rally
",33.5,36.3,33.8719,35.5097,33.8719,35.5097,http://news.gnom.es/news/mortar-hits-assad-gathering-in-syria-killing-scores,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,
"57144e
",LE,SY,SY,141,"Demonstrate or rally
",33.8719,35.5097,33.5,36.3,33.5,36.3,http://www.tuscaloosanews.com/article/20140523/API/305239899,"Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,
"57144e
",LE,SY,SY,141,"Demonstrate or rally
",33.8333,35.8333,33.5,36.3,33.5,36.3,http://www.newser.com/article/d5138c1eb753424c9748a1d4277cbca9/mortar-strikes-election-gathering-for-assad-in-southern-syria-report-says-attack-kills-21.html,Lebanon,"Damascus, Dimashq, Syria",,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://mideastafrica.foreignpolicy.com/posts/2014/05/23/mortar_strike_hits_pro_assad_rally_in_southern_syria,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"17534d 
",UK,SY,SY,073,"Provide humanitarian aid
",54,-2,36.2028,37.1586,36.2028,37.1586,http://mideastafrica.foreignpolicy.com/posts/2014/05/23/mortar_strike_hits_pro_assad_rally_in_southern_syria,United Kingdom,"Aleppo, ?alab, Syria",,
"bf5e75
",SY,SY,SY,043,"Host a visit
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.trust.org/item/20140523110313-xp1u7/,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",LE,SY,SY,043,"Host a visit
",33.8333,35.8333,36.2028,37.1586,36.2028,37.1586,http://www.trust.org/item/20140523110313-xp1u7/,Lebanon,"Aleppo, ?alab, Syria",,
"ff4800
",JO,LE,LE,010,"Make statement, not specified below
",31,36,33.8719,35.5097,33.8719,35.5097,http://news.yahoo.com/lebanon-tells-palestinian-syrians-safe-back-syria-140320582.html,Jordan,"Beirut, Beyrouth, Lebanon",,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.greenwichtime.com/news/world/article/Mortar-hits-Assad-rally-in-Syria-killing-scores-5500259.php,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.sj-r.com/article/20140523/NEWS/140529722/12662,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"5f2fc4
",SY,LE,SY,0233,"Appeal for humanitarian aid
",36.2028,37.1586,33.8719,35.5097,36.2028,37.1586,http://www.sj-r.com/article/20140523/NEWS/140529722/12662,"Aleppo, ?alab, Syria","Beirut, Beyrouth, Lebanon",,
"bf5e75
",SY,SY,SY,042,"Make a visit
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.trust.org/item/20140523110313-xp1u7/,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",SY,LE,SY,042,"Make a visit
",36.2028,37.1586,33.8333,35.8333,36.2028,37.1586,http://www.trust.org/item/20140523110313-xp1u7/,"Aleppo, ?alab, Syria",Lebanon,,
"ff4800
",LE,LE,LE,010,"Make statement, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,http://www.dailystar.com.lb/News/Lebanon-News/2014/May-24/257646-terrorism-dialogue-and-a-pope-sleimans-tenure.ashx,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,
"ff4800
",SY,SY,LE,010,"Make statement, not specified below
",35,38,35,38,33.8719,35.5097,http://www.dailystar.com.lb/News/Lebanon-News/2014/May-24/257646-terrorism-dialogue-and-a-pope-sleimans-tenure.ashx,Syria,Syria,,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.pekintimes.com/article/20140523/NEWS/140529515,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"5f2fc4
",SY,LE,SY,0233,"Appeal for humanitarian aid
",33.5,36.3,33.8719,35.5097,33.5,36.3,http://www.military.com/daily-news/2014/05/23/mortar-attack-on-assad-gathering-in-syria-kills-21.html?comp=700001075741&rank=2,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.todayszaman.com/news-348523-attack-on-assad-election-gathering-in-syria-kills-21.html,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"5f2fc4
",SY,SY,SY,026,"Appeal to others to meet or negotiate
",33.5,36.3,33.5,36.3,33.5,36.3,http://p.washingtontimes.com/news/2014/may/23/mortar-attack-assad-gathering-syria-kills-21/?page=2&c=C-kSEOrHbQxSnur7T3grmnenkrbVxHv2wcLG8kIAizM&mkt=en-us,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"5f2fc4
",SY,SY,SY,026,"Appeal to others to meet or negotiate
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://news.gnom.es/news/mortar-hits-assad-gathering-in-syria-killing-at-least-21,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"5e75bf
",SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,http://www.telegraph.co.uk/news/worldnews/middleeast/israel/10852591/Pope-visits-Jordan-and-Israel-amid-security-fears.html,Syria,Syria,,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://p.washingtontimes.com/news/2014/may/23/mortar-attack-assad-gathering-syria-kills-21/?page=2&c=C-kSEOrHbQxSnur7T3grmnenkrbVxHv2wcLG8kIAizM&mkt=en-us,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,SY,LE,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.8719,35.5097,http://news.gnom.es/news/21-killed-in-mortar-attack-on-assad-gathering-in-syria,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://news.gnom.es/news/mortar-hits-assad-gathering-in-syria-killing-at-least-21,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",SY,SY,LE,040,"Consult, not specified below
",36.2028,37.1586,36.2028,37.1586,33.8719,35.5097,http://news.gnom.es/news/mortar-hits-assad-gathering-in-syria-killing-at-least-21,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.yourmiddleeast.com/news/this-app-gathers-all-services-for-25-million-syrian-refugees-in-one-place_23827,Syria,Syria,,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35.1485,36.0329,35.1485,36.0329,35.1485,36.0329,http://www.aljazeera.com/news/middleeast/2014/05/thousands-syrian-babies-becoming-stateless-20145111593252862.html,"Taline, Tartus, Syria","Taline, Tartus, Syria",,
"bf5e75
",SY,SY,SY,046,"Engage in negotiation
",33.5,36.3,33.5,36.3,33.5,36.3,http://p.washingtontimes.com/news/2014/may/23/mortar-attack-assad-gathering-syria-kills-21/?page=2&c=C-kSEOrHbQxSnur7T3grmnenkrbVxHv2wcLG8kIAizM&mkt=en-us,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,SY,LE,046,"Engage in negotiation
",33.5,36.3,33.5,36.3,33.8719,35.5097,http://news.gnom.es/news/21-killed-in-mortar-attack-on-assad-gathering-in-syria,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,SY,SY,046,"Engage in negotiation
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://news.gnom.es/news/mortar-hits-assad-gathering-in-syria-killing-at-least-21,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",SY,SY,LE,046,"Engage in negotiation
",36.2028,37.1586,36.2028,37.1586,33.8719,35.5097,http://news.gnom.es/news/mortar-hits-assad-gathering-in-syria-killing-at-least-21,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"c1f827
",LE,SY,SY,080,"Yield, not specified below 
",33.8719,35.5097,36.2028,37.1586,36.2028,37.1586,http://www.wsoctv.com/news/ap/top-news/watchdog-syrians-lack-medical-care-in-lebanon/nf4n6/,"Beirut, Beyrouth, Lebanon","Aleppo, ?alab, Syria",,
"c1f827
",LE,SY,LE,080,"Yield, not specified below 
",33.8719,35.5097,36.2028,37.1586,33.8719,35.5097,http://www.wsoctv.com/news/ap/top-news/watchdog-syrians-lack-medical-care-in-lebanon/nf4n6/,"Beirut, Beyrouth, Lebanon","Aleppo, ?alab, Syria",,
"e9c392
",SY,SY,SY,110,"Disapprove, not specified below
",35,38,35,38,35,38,http://www.arabtimesonline.com/NewsDetails/tabid/96/smid/414/ArticleID/206292/reftab/69/t/21-members-of-two-feuding-Syria-families-to-be-ousted/Default.aspx,Syria,Syria,,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.5,36.3,http://p.washingtontimes.com/news/2014/may/23/mortar-attack-assad-gathering-syria-kills-21/?page=2&c=C-kSEOrHbQxSnur7T3grmnenkrbVxHv2wcLG8kIAizM&mkt=en-us,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"57144e
",SY,LE,SY,141,"Demonstrate or rally
",33.5,36.3,33.8719,35.5097,33.5,36.3,http://news.yahoo.com/mortar-attack-assad-gathering-syria-kills-21-121923662.html,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",36.2028,37.1586,33.5,36.3,33.5,36.3,http://www.military.com/daily-news/2014/05/23/mortar-attack-on-assad-gathering-in-syria-kills-21.html?comp=700001075741&rank=2,"Aleppo, ?alab, Syria","Damascus, Dimashq, Syria",,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",36.2028,37.1586,36.2028,37.1586,33.5,36.3,http://www.morningjournal.com/general-news/20140523/mortar-attack-on-assad-gathering-in-syria-kills-21,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.thestarphoenix.com/news/Syrian+rebels+strike+Assad+campaign+event+least+dead/9871189/story.html,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"571d14
",SY,SY,SY,051,"Praise or endorse
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.freemalaysiatoday.com/category/world/2014/05/22/food-distribution-under-way-for-60000-in-syrias-aleppo-red-cross/,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"57144e
",SY,SY,LE,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.8719,35.5097,http://www.news24.com/World/News/Deadly-mortar-attack-hits-Assad-gathering-in-Syria-20140523,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"c1f827
",SY,SY,LE,080,"Yield, not specified below 
",36.2028,37.1586,36.2028,37.1586,33.8719,35.5097,http://www.wsoctv.com/news/ap/top-news/watchdog-syrians-lack-medical-care-in-lebanon/nf4n6/,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"571d14
",SY,BU,SY,174,"Expel or deport individuals
",35,38,42.5667,25.4167,35,38,http://www.setimes.com/cocoon/setimes/xhtml/en_GB/features/setimes/features/2014/05/23/feature-03,Syria,"Rozovo, Stara Zagora, Bulgaria",,
"5e75bf
",SY,IS,IS,036,"Express intent to meet or negotiate
",35,38,31.7667,35.2333,31.7667,35.2333,http://www.pressherald.com/news/Mideast_trip_will_test_pope_s_diplomatic_skills.html,Syria,"Jerusalem, Israel (general), Israel",,
"ff4800
",SY,JO,JO,017,"Engage in symbolic act
",35,38,31.95,35.9333,31.95,35.9333,http://www.bbc.co.uk/news/world-middle-east-27551843,Syria,"Amman, (JO11), Jordan",,
"5e75bf
",IS,IS,IS,036,"Express intent to meet or negotiate
",31.7667,35.2333,31.7667,35.2333,31.7667,35.2333,http://www.telegraph.co.uk/news/worldnews/middleeast/israel/10852591/Pope-visits-Jordan-and-Israel-amid-security-fears.html,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",,
"5e75bf
",SY,JO,JO,036,"Express intent to meet or negotiate
",35,38,31.95,35.9333,31.95,35.9333,http://www.thedailybeast.com/articles/2014/05/23/the-pope-s-risky-trip-to-the-holy-land.html,Syria,"Amman, (JO11), Jordan",,
"5e75bf
",SY,JO,SY,036,"Express intent to meet or negotiate
",35,38,31.95,35.9333,35,38,http://www.telegraph.co.uk/news/worldnews/middleeast/israel/10852591/Pope-visits-Jordan-and-Israel-amid-security-fears.html,Syria,"Amman, (JO11), Jordan",,
"bf5e75
",SY,JO,JO,040,"Consult, not specified below
",35,38,31,36,31,36,http://www.dailyjournal.net/view/story/d87ed623d64f4ae6a15a6a0b11a626d6/Pope-Mideast/,Syria,Jordan,,
"bf5e75
",SY,JO,SY,040,"Consult, not specified below
",35,38,31,36,35,38,http://www.dailyjournal.net/view/story/d87ed623d64f4ae6a15a6a0b11a626d6/Pope-Mideast/,Syria,Jordan,,
"bf5e75
",SY,SY,SY,042,"Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.news24.com/World/News/Deadly-mortar-attack-hits-Assad-gathering-in-Syria-20140523,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,LE,LE,042,"Make a visit
",33.5,36.3,33.8719,35.5097,33.8719,35.5097,http://www.news24.com/World/News/Deadly-mortar-attack-hits-Assad-gathering-in-Syria-20140523,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,
"bf5e75
",SY,LE,LE,042,"Make a visit
",35,38,33.8719,35.5097,33.8719,35.5097,http://www.zawya.com/story/Machnouk_urges_Syrian_refugees_not_to_hold_public_gatherings-DS23052014_dsart*257499/,Syria,"Beirut, Beyrouth, Lebanon",,
"bf5e75
",SY,LE,LE,046,"Engage in negotiation
",35,38,33.8497,35.9042,33.8497,35.9042,http://www.albawaba.com/editorchoice/syrian-children-lebanon-578401,Syria,"Zahle, Béa, Lebanon",,
"bf5e75
",SY,LE,SY,046,"Engage in negotiation
",35,38,33.8497,35.9042,35,38,http://www.albawaba.com/editorchoice/syrian-children-lebanon-578401,Syria,"Zahle, Béa, Lebanon",,
"c1f827
",SY,LE,LE,080,"Yield, not specified below 
",35,38,33.8339,35.5442,33.8339,35.5442,http://www.dailystar.com.lb/News/Lebanon-News/2014/May-24/257646-terrorism-dialogue-and-a-pope-sleimans-tenure.ashx,Syria,"Baabda, Mont-Liban, Lebanon",,
"c1f827
",SY,LE,SY,080,"Yield, not specified below 
",35,38,33.8339,35.5442,35,38,http://www.dailystar.com.lb/News/Lebanon-News/2014/May-24/257646-terrorism-dialogue-and-a-pope-sleimans-tenure.ashx,Syria,"Baabda, Mont-Liban, Lebanon",,
"c03624
",SY,LE,SY,090,"Investigate, not specified below
",36.2028,37.1586,33.6667,35.8333,36.2028,37.1586,http://www.wsoctv.com/news/ap/top-news/watchdog-syrians-lack-medical-care-in-lebanon/nf4n6/,"Aleppo, ?alab, Syria","Bekaa, Béa, Lebanon",,
"57144e
",SY,LE,SY,141,"Demonstrate or rally
",33.5,36.3,33.8719,35.5097,33.5,36.3,http://www.news24.com/World/News/Deadly-mortar-attack-hits-Assad-gathering-in-Syria-20140523,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.wsoctv.com/news/ap/top-news/watchdog-syrians-lack-medical-care-in-lebanon/nf4n6/,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"5e75bf
",SY,WE,WE,036,"Express intent to meet or negotiate
",35,38,31.8573,35.4564,31.8573,35.4564,http://www.pressherald.com/news/Mideast_trip_will_test_pope_s_diplomatic_skills.html,Syria,"Roman Catholic, West Bank (general), West Bank",,
"571d14
",IS,IS,IS,051,"Praise or endorse
",31.7667,35.2333,31.7667,35.2333,31.7667,35.2333,http://www.pressherald.com/news/Mideast_trip_will_test_pope_s_diplomatic_skills.html,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",,
"5f2fc4
",LE,LE,LE,025,"Appeal to yield
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,http://www.zawya.com/story/Machnouk_urges_Syrian_refugees_not_to_hold_public_gatherings-DS23052014_dsart*257499/,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,
"5f2fc4
",SY,SY,SY,025,"Appeal to yield
",35,38,35,38,35,38,http://www.zawya.com/story/Machnouk_urges_Syrian_refugees_not_to_hold_public_gatherings-DS23052014_dsart*257499/,Syria,Syria,,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35.1485,36.0329,35.1485,36.0329,35.1485,36.0329,http://www.aljazeera.com/news/middleeast/2014/05/thousands-syrian-babies-becoming-stateless-20145111593252862.html,"Taline, Tartus, Syria","Taline, Tartus, Syria",,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.yourmiddleeast.com/news/this-app-gathers-all-services-for-25-million-syrian-refugees-in-one-place_23827,Syria,Syria,,
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://www.elanthemag.com/8rbtna-platform-aggregates-services-support-syrian-refugees/,Syria,Syria,,
"c1f827
",LE,LE,LE,080,"Yield, not specified below 
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,http://www.wsoctv.com/news/ap/top-news/watchdog-syrians-lack-medical-care-in-lebanon/nf4n6/,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,
"17534d 
",JO,SY,JO,075,"Grant asylum
",31.95,35.9333,33.8442,36.5469,31.95,35.9333,http://www.news-sentinel.com/apps/pbcs.dll/article?AID=/20140524/AP01/305249982,"Amman, (JO11), Jordan","Maaloula, Rif Dimashq, Syria",,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://en.ammonnews.net/article.aspx?articleno=25367,Syria,Syria,,
"bf5e75
",SY,SY,SY,046,"Engage in negotiation
",35,38,35,38,35,38,http://en.ammonnews.net/article.aspx?articleno=25367,Syria,Syria,,
"5e75bf
",IS,IS,IS,036,"Express intent to meet or negotiate
",31.7667,35.2333,31.7667,35.2333,31.7667,35.2333,http://www.telegram.com/article/20140524/NEWS/305249790/1116,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",,
"5e75bf
",IS,SY,IS,036,"Express intent to meet or negotiate
",31.7667,35.2333,35,38,31.7667,35.2333,http://www.telegram.com/article/20140524/NEWS/305249790/1116,"Jerusalem, Israel (general), Israel",Syria,,
"5e75bf
",SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,http://en.europeonline-magazine.eu/leadpope-francis-lands-in-jordan-for-start-of-holy-land-tourby-dpa-correspondents_337327.html,Syria,Syria,,
"bf5e75
",IS,SY,SY,040,"Consult, not specified below
",31.7667,35.2333,35,38,35,38,http://www.telegram.com/article/20140524/NEWS/305249790/1116,"Jerusalem, Israel (general), Israel",Syria,,
"bf5e75
",IS,SY,SY,040,"Consult, not specified below
",31.5,34.75,35,38,35,38,http://www.maannews.net/eng/ViewDetails.aspx?ID=699704,Israel,Syria,,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.maannews.net/eng/ViewDetails.aspx?ID=699704,Syria,Syria,,
