Event_COLOR_CODE,Event_COLOR_ROOT_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,RootEventCode,MainReason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,GeoMove
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,33.5,36.3,33.5,36.3,--,Lebanon,"Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,33.5,36.3,33.8333,35.8333,--,Lebanon,"Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,36.2028,37.1586,36.2028,37.1586,--,Lebanon,"Aleppo, ?alab, Syria",,4
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,36.2028,37.1586,33.8333,35.8333,--,Lebanon,"Aleppo, ?alab, Syria",,4
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.459,36.2374,33.4749,36.2842,33.5,36.3,--,"Daraya, Rif Dimashq, Syria","Qadam, Dimashq, Syria",,4
"bf5e75
",bf5e7f,SY,TU,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.459,36.2374,39,35,33.459,36.2374,--,"Daraya, Rif Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7f,SY,TU,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.459,36.2374,39,35,33.5,36.3,--,"Daraya, Rif Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7f,SY,SY,TU,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,33.4749,36.2842,39,35,--,"Damascus, Dimashq, Syria","Qadam, Dimashq, Syria",,4
"bf5e75
",bf5e7f,SY,TU,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,39,35,33.4749,36.2842,--,"Damascus, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7f,SY,TU,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,39,35,33.459,36.2374,--,"Damascus, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7f,SY,SY,TU,190,19,"FIGHT
","Use conventional military force, not specified below
",33.4749,36.2842,33.4749,36.2842,39,35,--,"Qadam, Dimashq, Syria","Qadam, Dimashq, Syria",,4
"bf5e75
",bf5e7f,SY,TU,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.4749,36.2842,39,35,33.4749,36.2842,--,"Qadam, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7f,SY,TU,TU,190,19,"FIGHT
","Use conventional military force, not specified below
",33.4749,36.2842,39,35,39,35,--,"Qadam, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7f,SY,TU,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,39,35,33.4749,36.2842,--,"Damascus, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8333,35.8333,33.5,36.3,--,"Damascus, Dimashq, Syria",Lebanon,,1
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8333,35.8333,33.8333,35.8333,--,"Damascus, Dimashq, Syria",Lebanon,,1
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",36.2028,37.1586,33.8333,35.8333,36.2028,37.1586,--,"Aleppo, ?alab, Syria",Lebanon,,1
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",36.2028,37.1586,33.8333,35.8333,33.8333,35.8333,--,"Aleppo, ?alab, Syria",Lebanon,,1
"bf5e75
",bf5e7b,IS,IS,IS,042,04,"CONSULT
","Make a visit
",31.5,34.75,31.5,34.75,31.5,34.75,--,Israel,Israel,,1
"c1f827
",c1f82f,SY,TU,SY,080,08,"YIELD
","Yield, not specified below 
",36.2028,37.1586,39,35,36.2028,37.1586,--,"Aleppo, ?alab, Syria",Turkey,,1
"ff4800
",ff4803,TU,SY,TU,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",39.9272,32.8644,33.5,36.3,39.9272,32.8644,--,"Ankara, Ankara, Turkey","Damascus, Dimashq, Syria",,4
"17534d 
",175359,TU,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",39.9272,32.8644,35,38,35,38,--,"Ankara, Ankara, Turkey",Syria,,1
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,35,38,--,Syria,Syria,,1
"ff4800
",ff4801,TU,SY,TU,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",39,35,36.2028,37.1586,39,35,--,Turkey,"Aleppo, ?alab, Syria",,4
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,33.5,36.3,33.5,36.3,--,Lebanon,"Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,33.5,36.3,33.8333,35.8333,--,Lebanon,"Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8333,35.8333,33.5,36.3,--,"Damascus, Dimashq, Syria",Lebanon,,1
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8333,35.8333,33.8333,35.8333,--,"Damascus, Dimashq, Syria",Lebanon,,1
"ff4800
",ff4808,SY,SY,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",35,38,35,38,35,38,--,Syria,Syria,,1
"144e57
",144e62,EG,SY,SY,182,18,"ASSAULT
","Physically assault, not specified below
",27,30,35,38,35,38,--,Egypt,Syria,,1
"c1f827
",c1f833,SY,SY,TU,0841,08,"YIELD
","Return, release person(s)
",35,38,35,38,39,35,--,Syria,Syria,,1
"c1f827
",c1f833,TU,SY,TU,0841,08,"YIELD
","Return, release person(s)
",39,35,35,38,39,35,--,Turkey,Syria,,1
"5f2fc4
",5f2fc9,SY,TU,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,38,39,35,35,38,--,Syria,Turkey,,1
"bf5e75
",bf5e81,TU,SY,SY,192,19,"FIGHT
","Occupy territory
",39.9272,32.8644,35.9306,36.6339,35.9306,36.6339,--,"Ankara, Ankara, Turkey","Idlib, Idlib, Syria",,4
"bf5e75
",bf5e81,TS,TS,TS,192,19,"FIGHT
","Occupy territory
",34,9,34,9,34,9,--,Tunisia,Tunisia,,1
"c1f827
",c1f832,TU,SY,SY,083,08,"YIELD
","Accede to requests or demands for political reform not specified below
",39,35,35,38,35,38,--,Turkey,Syria,,1
"c1f827
",c1f832,TU,SY,TU,083,08,"YIELD
","Accede to requests or demands for political reform not specified below
",39,35,35,38,39,35,--,Turkey,Syria,,1
"c1f827
",c1f833,TU,SY,SY,0841,08,"YIELD
","Return, release person(s)
",39,35,35,38,35,38,--,Turkey,Syria,,1
"144e57
",144e62,EG,SY,SY,182,18,"ASSAULT
","Physically assault, not specified below
",27,30,35,38,35,38,--,Egypt,Syria,,1
"bf5e75
",bf5e7f,KU,KU,KU,190,19,"FIGHT
","Use conventional military force, not specified below
",29.2533,47.7878,29.2533,47.7878,29.2533,47.7878,--,"Sulaibiya, Kuwait (general), Kuwait","Sulaibiya, Kuwait (general), Kuwait",,4
"bf5e75
",bf5e7f,SY,KU,KU,190,19,"FIGHT
","Use conventional military force, not specified below
",35,38,29.2533,47.7878,29.2533,47.7878,--,Syria,"Sulaibiya, Kuwait (general), Kuwait",,4
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",34.6667,36.3,34.6667,36.3,34.6667,36.3,--,"Arida, ?ims, Syria","Arida, ?ims, Syria",,4
"c1f827
",c1f833,SY,SY,SY,084,08,"YIELD
","Return, release, not specified below
",34.6667,36.3,34.6667,36.3,34.6667,36.3,--,"Arida, ?ims, Syria","Arida, ?ims, Syria",,4
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",34.6667,36.3,34.6667,36.3,34.6667,36.3,--,"Arida, ?ims, Syria","Arida, ?ims, Syria",,4
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",35.7631,36.5603,35.7631,36.5603,35.7631,36.5603,--,"Rami, Idlib, Syria","Rami, Idlib, Syria",,4
"17534d 
",175359,TU,SY,TU,075,07,"PROVIDE AID
","Grant asylum
",39,35,35.7631,36.5603,39,35,--,"Anatolia, Turkey (general), Turkey","Rami, Idlib, Syria",,4
"17534d 
",175359,TU,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",39,35,33.5,36.3,33.5,36.3,--,"Anatolia, Turkey (general), Turkey","Damascus, Dimashq, Syria",,4
"17534d 
",175359,TU,SY,TU,075,07,"PROVIDE AID
","Grant asylum
",39,35,33.5,36.3,39,35,--,"Anatolia, Turkey (general), Turkey","Damascus, Dimashq, Syria",,4
"c1f827
",c1f833,TU,TU,TU,0841,08,"YIELD
","Return, release person(s)
",36.2066,36.1572,36.2066,36.1572,36.2066,36.1572,--,"Hatay, Hatay, Turkey","Hatay, Hatay, Turkey",,4
"c1f827
",c1f833,SY,TU,TU,0841,08,"YIELD
","Return, release person(s)
",35,38,36.2066,36.1572,36.2066,36.1572,--,Syria,"Hatay, Hatay, Turkey",,4
"bf5e75
",bf5e7b,IS,SY,IS,042,04,"CONSULT
","Make a visit
",31.797,35.1924,32.9049,35.8072,31.797,35.1924,--,"Lifta, Yerushalayim, Israel","Golan Heights, Syria (general), Syria",,4
"bf5e75
",bf5e7b,IS,IS,IS,042,04,"CONSULT
","Make a visit
",31.797,35.1924,31.797,35.1924,31.797,35.1924,--,"Lifta, Yerushalayim, Israel","Lifta, Yerushalayim, Israel",,4
"ff4800
",ff4801,SY,SY,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",34.6684,36.2599,34.6684,36.2599,34.6684,36.2599,--,"Tal Kalakh, ?ims, Syria","Tal Kalakh, ?ims, Syria",,4
"ff4800
",ff4801,SY,SY,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",34.6684,36.2599,34.6684,36.2599,33.8719,35.5097,--,"Tal Kalakh, ?ims, Syria","Tal Kalakh, ?ims, Syria",,4
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",34.6667,36.3,34.6667,36.3,34.6667,36.3,--,"Arida, ?ims, Syria","Arida, ?ims, Syria",,4
"c1f827
",c1f833,SY,SY,SY,084,08,"YIELD
","Return, release, not specified below
",34.6667,36.3,34.6667,36.3,34.6667,36.3,--,"Arida, ?ims, Syria","Arida, ?ims, Syria",,4
"bf5e75
",bf5e7c,SY,IS,IS,043,04,"CONSULT
","Host a visit
",32.9049,35.8072,31.797,35.1924,31.797,35.1924,--,"Golan Heights, Syria (general), Syria","Lifta, Yerushalayim, Israel",,4
"bf5e75
",bf5e7c,IS,IS,IS,043,04,"CONSULT
","Host a visit
",31.797,35.1924,31.797,35.1924,31.797,35.1924,--,"Lifta, Yerushalayim, Israel","Lifta, Yerushalayim, Israel",,4
"5f2fc4
",5f2fc6,SY,SY,LE,020,02,"APPEAL
","Appeal, not specified below
",33.5,36.3,33.5,36.3,33.8961,35.5008,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,4
"5f2fc4
",5f2fc6,LE,LE,LE,020,02,"APPEAL
","Appeal, not specified below
",33.8961,35.5008,33.8961,35.5008,33.8961,35.5008,--,"Grand Serail, Beyrouth, Lebanon","Grand Serail, Beyrouth, Lebanon",,4
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",34.6667,36.3,34.6667,36.3,34.6667,36.3,--,"Arida, ?ims, Syria","Arida, ?ims, Syria",,4
"bf5e75
",bf5e7b,IS,SY,IS,042,04,"CONSULT
","Make a visit
",31.797,35.1924,32.9049,35.8072,31.797,35.1924,--,"Lifta, Yerushalayim, Israel","Golan Heights, Syria (general), Syria",,4
"bf5e75
",bf5e7b,IS,IS,IS,042,04,"CONSULT
","Make a visit
",31.797,35.1924,31.797,35.1924,31.797,35.1924,--,"Lifta, Yerushalayim, Israel","Lifta, Yerushalayim, Israel",,4
"ff4800
",ff4801,SY,SY,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",34.6684,36.2599,34.6684,36.2599,34.6684,36.2599,--,"Tal Kalakh, ?ims, Syria","Tal Kalakh, ?ims, Syria",,4
"ff4800
",ff4801,SY,SY,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",34.6684,36.2599,34.6684,36.2599,33.8719,35.5097,--,"Tal Kalakh, ?ims, Syria","Tal Kalakh, ?ims, Syria",,4
