Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Dubplicate Count
"bf5e75
",LE,SY,SY,042,"Make a visit
",33.8719,35.5097,35,38,35,38,http://www.naharnet.com/stories/en/146572-borj-el-shamali-municipality-gives-syrians-ultimatum-to-evacuate-encampment,"Beirut, Beyrouth, Lebanon",Syria,,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/146514-derbas-government-will-not-deport-syrian-refugees&c=CixpWRbVBmWrNMc8MYLtj7H15IIWGgGpGDjsNoK9iNk&mkt=en-us,Syria,Syria,,
"bf5e75
",LE,SY,LE,043,"Host a visit
",33.8719,35.5097,35,38,33.8719,35.5097,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269942-lebanon-army-arrests-10-syrians-for-lacking-legal-papers.ashx,"Beirut, Beyrouth, Lebanon",Syria,,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.deccanherald.com/content/429823/fleeing-fighting.html,Syria,Syria,,
"f82758
",SY,SY,SY,139,"Give ultimatum
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/146572-borj-el-shamali-municipality-gives-syrians-ultimatum-to-evacuate-encampment,Syria,Syria,,
"bf5e75
",LE,SY,SY,190,"Use conventional military force, not specified below
",33.8333,36,35,38,35,38,http://english.al-akhbar.com/node/21430&c=Zw8jaco5QLA2VK41zKnqcOQF81btbTC32UJv-XT4sSg&mkt=en-us,"Bekaa Valley, Béa, Lebanon",Syria,,
"5f2fc4
",LE,LE,LE,0233,"Appeal for humanitarian aid
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269939-lebanon-village-asks-syrian-refugees-to-evacuate-camp-in-48-hours.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",35,38,35,38,35,38,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269939-lebanon-village-asks-syrian-refugees-to-evacuate-camp-in-48-hours.ashx,Syria,Syria,,
"b3dd2a
",LE,SY,SY,160,"Reduce relations, not specified below
",34.1794,36.4208,35,38,35,38,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269939-lebanon-village-asks-syrian-refugees-to-evacuate-camp-in-48-hours.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",Syria,,
"f82758
",LE,SY,SY,130,"Threaten, not specified below
",33.8333,36,35,38,35,38,http://www.zawya.com/story/Several_options_to_free_hostages_Salam-DS08092014_dsart*269899/,"Bekaa Valley, Béa, Lebanon",Syria,,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35,38,35,38,35,38,http://www.journalnow.com/news/local/organizations-to-help-families-resettle-in-winston-salem-greensboro/article_0184819b-2938-586d-bb1c-1bf3aa0f99c2.html,Syria,Syria,,
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://www.iloubnan.info/politics/82812/Army-Command-denies-issuing-any-statement-over-Syrian-Refugees-status,Syria,Syria,,
"94c42f
",SY,SY,SY,120,"Reject, not specified below
",35,38,35,38,35,38,http://www.iloubnan.info/politics/82812/Army-Command-denies-issuing-any-statement-over-Syrian-Refugees-status,Syria,Syria,,
"571d14
",SY,SY,SY,173,"Arrest, detain, or charge with legal action 
",35,38,35,38,35,38,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269942-lebanon-army-arrests-10-syrians-for-lacking-legal-papers.ashx,Syria,Syria,,
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://online.wsj.com/articles/syrias-blood-diamonds-1410215215,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria",,
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://www.deccanherald.com/content/429823/fleeing-fighting.html,Syria,Syria,,
"bf5e75
",SW,SY,SY,043,"Host a visit
",62,15,33.5,36.3,33.5,36.3,http://www.economist.com/blogs/pomegranate/2014/09/syrian-refugees,Sweden,"Damascus, Dimashq, Syria",,
"bf5e75
",SY,EG,EG,042,"Make a visit
",35,38,30.05,31.25,30.05,31.25,http://allafrica.com/stories/201409081518.html,Syria,"Cairo, Al Qahirah, Egypt",,
"e9c392
",LE,LE,LE,110,"Disapprove, not specified below
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://www.naharnet.com/stories/ar/146572-%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D8%A8%D8%B1%D8%AC-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A-%D8%AA%D9%85%D9%87%D9%84-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D9%8A%D9%,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"e9c392
",SY,SY,SY,110,"Disapprove, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/146572-borj-el-shamali-municipality-gives-syrians-ultimatum-to-evacuate-encampment,Syria,Syria,,
"ff4800
",LE,LE,LE,010,"Make statement, not specified below
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://www.turkishweekly.net/news/171499/hezbollah-assures-syrian-refugees-in-lebanon.html&c=DEFglPQF5d1pXUNxz6YFduSDLToQzxBBOFV0DYV3_Ac&mkt=en-us,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://www.naharnet.com/stories/ar/146572-%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D8%A8%D8%B1%D8%AC-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A-%D8%AA%D9%85%D9%87%D9%84-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D9%8A%D9%,Syria,Syria,,
"f82758
",SY,SY,SY,130,"Threaten, not specified below
",35,38,35,38,35,38,http://www.heraldnet.com/article/20140907/NEWS02/140909315,Syria,Syria,,
"ff4800
",FR,SU,FR,013,"Make optimistic comment
",50.9456,1.75321,13.5,23.5,50.9456,1.75321,http://www.vice.com/en_uk/read/migrants-far-right-calais-283,"Sangatte, Nord-Pas-de-Calais, France","Darfur, Gharb Darfur, Sudan",,
"ff4800
",SY,UK,UK,013,"Make optimistic comment
",35,38,52.2,0.116667,52.2,0.116667,http://www.vice.com/en_uk/read/migrants-far-right-calais-283,Syria,"Cambridge, Cambridgeshire, United Kingdom",,
"bf5e75
",SY,LE,LE,042,"Make a visit
",35,38,33.8719,35.5097,33.8719,35.5097,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269942-lebanon-army-arrests-10-syrians-for-lacking-legal-papers.ashx,Syria,"Beirut, Beyrouth, Lebanon",,
"bf5e75
",SY,LE,SY,042,"Make a visit
",35,38,33.8333,35.8333,35,38,http://www.deccanherald.com/content/429823/fleeing-fighting.html,Syria,Lebanon,,
"bf5e75
",LE,LE,LE,043,"Host a visit
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,http://www.naharnet.com/stories/en/146572-borj-el-shamali-municipality-gives-syrians-ultimatum-to-evacuate-encampment,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,
"bf5e75
",SY,LE,SY,043,"Host a visit
",35,38,33.8719,35.5097,35,38,http://www.naharnet.com/stories/en/146572-borj-el-shamali-municipality-gives-syrians-ultimatum-to-evacuate-encampment,Syria,"Beirut, Beyrouth, Lebanon",,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/146514-derbas-government-will-not-deport-syrian-refugees&c=CixpWRbVBmWrNMc8MYLtj7H15IIWGgGpGDjsNoK9iNk&mkt=en-us,Syria,Syria,,
"e9c392
",SY,LE,LE,111,"Criticize or denounce 
",35,38,34.1794,36.4208,34.1794,36.4208,http://www.trivalleycentral.com/casa_grande_dispatch/world_news/islamic-state-beheads-nd-lebanese-soldier/article_4e37c48a-3786-11e4-bc50-001a4bcf887a.html,Syria,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"f82758
",SY,LE,SY,130,"Threaten, not specified below
",35,38,34.1794,36.4208,35,38,http://www.heraldnet.com/article/20140907/NEWS02/140909315,Syria,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"bf5e75
",SY,SW,SY,042,"Make a visit
",33.5,36.3,62,15,33.5,36.3,http://www.economist.com/blogs/pomegranate/2014/09/syrian-refugees,"Damascus, Dimashq, Syria",Sweden,,
"c1f827
",SY,SW,SW,0833,"Accede to demands for rights
",33.5,36.3,62,15,62,15,http://www.economist.com/blogs/pomegranate/2014/09/syrian-refugees,"Damascus, Dimashq, Syria",Sweden,,
"f82758
",LE,LE,LE,130,"Threaten, not specified below
",33.8333,36,33.8333,36,33.8333,36,http://www.zawya.com/story/Several_options_to_free_hostages_Salam-DS08092014_dsart*269899/,"Bekaa Valley, Béa, Lebanon","Bekaa Valley, Béa, Lebanon",,
"f82758
",SY,SY,SY,130,"Threaten, not specified below
",35,38,35,38,35,38,http://www.zawya.com/story/Several_options_to_free_hostages_Salam-DS08092014_dsart*269899/,Syria,Syria,,
"bf5e75
",SY,TU,SY,042,"Make a visit
",35,38,39.9272,32.8644,35,38,http://www.washingtonpost.com/world/middle_east/hagel-visits-turkey-in-bid-to-strategize-over-coordinated-campaign-against-islamic-state/2014/09/08/6913803e-377f-11e4-9c9f-ebb47272e40e_story.html?wprss=rss_world,Syria,"Ankara, Ankara, Turkey",,
"bf5e75
",TU,UK,UK,192,"Occupy territory
",39.9272,32.8644,54,-2,54,-2,http://news.yahoo.com/turkey-just-cant-quit-isil-yet-173351177.html,"Ankara, Ankara, Turkey",United Kingdom,,
"bf5e75
",SY,TU,TU,192,"Occupy territory
",35,38,39.9272,32.8644,39.9272,32.8644,http://www.thewire.com/global/2014/09/turkey-just-cant-quit-isil-yet/379795/,Syria,"Ankara, Ankara, Turkey",,
"bf5e75
",SY,TU,SY,192,"Occupy territory
",35,38,39.9272,32.8644,35,38,http://www.thewire.com/global/2014/09/turkey-just-cant-quit-isil-yet/379795/,Syria,"Ankara, Ankara, Turkey",,
"bf5e75
",SY,LE,SY,042,"Make a visit
",33.8,36.4333,34.1794,36.4208,33.8,36.4333,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269883-frustration-drives-arsals-fsa-into-isis-ranks.ashx,"Qalamoun, Rif Dimashq, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"bf5e75
",SY,LE,SY,042,"Make a visit
",33.9674,36.6574,34.1794,36.4208,33.9674,36.6574,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269883-frustration-drives-arsals-fsa-into-isis-ranks.ashx,"Yabroud, Rif Dimashq, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"bf5e75
",LE,LE,LE,042,"Make a visit
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269883-frustration-drives-arsals-fsa-into-isis-ranks.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"bf5e75
",TU,SY,SY,043,"Host a visit
",39.9272,32.8644,35,38,35,38,http://www.washingtonpost.com/world/middle_east/hagel-visits-turkey-in-bid-to-strategize-over-coordinated-campaign-against-islamic-state/2014/09/08/6913803e-377f-11e4-9c9f-ebb47272e40e_story.html?wprss=rss_world,"Ankara, Ankara, Turkey",Syria,,
"17534d 
",TU,SY,TU,073,"Provide humanitarian aid
",39.9272,32.8644,35,38,39.9272,32.8644,http://www.ansa.it/ansamed/en/news/sections/generalnews/2014/09/08/some-30000-syrian-babies-born-in-turkeys-border-provinces_a2918694-6d3d-4e76-aa88-80fc79212b80.html,"Ankara, Ankara, Turkey",Syria,,
"17534d 
",TU,SY,SY,073,"Provide humanitarian aid
",39.9272,32.8644,35,38,35,38,http://www.ansa.it/ansamed/en/news/sections/generalnews/2014/09/08/some-30000-syrian-babies-born-in-turkeys-border-provinces_a2918694-6d3d-4e76-aa88-80fc79212b80.html,"Ankara, Ankara, Turkey",Syria,,
"17534d 
",SY,TU,SY,073,"Provide humanitarian aid
",35,38,37.0594,37.3825,35,38,http://www.turkishweekly.net/news/171524/30-000-syrian-babies-born-in-turkey-39-s-border-provinces.html,Syria,"Gaziantep, Gaziantep, Turkey",,
"17534d 
",SY,TU,SY,073,"Provide humanitarian aid
",35,38,37.7234,38.7712,35,38,http://www.news.az/articles/region/91858,Syria,"Elbeyli, Adiyaman, Turkey",,
"bf5e75
",LE,SY,SY,043,"Host a visit
",34.1794,36.4208,33.8,36.4333,33.8,36.4333,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269883-frustration-drives-arsals-fsa-into-isis-ranks.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Qalamoun, Rif Dimashq, Syria",,
"bf5e75
",LE,SY,SY,043,"Host a visit
",34.1794,36.4208,33.9674,36.6574,33.9674,36.6574,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269883-frustration-drives-arsals-fsa-into-isis-ranks.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Yabroud, Rif Dimashq, Syria",,
"bf5e75
",LE,LE,LE,043,"Host a visit
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://dailystar.com.lb/News/Lebanon-News/2014/Sep-08/269883-frustration-drives-arsals-fsa-into-isis-ranks.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"5e75bf
",SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,http://www.journalnow.com/news/local/organizations-to-help-families-resettle-in-winston-salem-greensboro/article_0184819b-2938-586d-bb1c-1bf3aa0f99c2.html,Syria,Syria,,
"5e75bf
",IZ,SY,IZ,0333,"Express intent to provide humanitarian aid
",33,44,35,38,33,44,http://www.christiantoday.com.au/article/abbott.shuns.call.to.double.annual.refugee.intake/17930.htm,Iraq,Syria,,
"5e75bf
",SY,IZ,SY,0333,"Express intent to provide humanitarian aid
",35,38,33,44,35,38,http://www.christiantoday.com.au/article/abbott.shuns.call.to.double.annual.refugee.intake/17930.htm,Syria,Iraq,,
"5e75bf
",IZ,IZ,IZ,0333,"Express intent to provide humanitarian aid
",33,44,33,44,33,44,http://www.christiantoday.com.au/article/abbott.shuns.call.to.double.annual.refugee.intake/17930.htm,Iraq,Iraq,,
"571d14
",BU,BU,BU,173,"Arrest, detain, or charge with legal action 
",42.6833,23.3167,42.6833,23.3167,42.6833,23.3167,http://www.standartnews.com/english/read/police_arrest_syrian_refugees_in_sofia-5204.html,"Sofia, Sofiya-Grad, Bulgaria","Sofia, Sofiya-Grad, Bulgaria",,
"5e75bf
",SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,http://www.albawaba.com/business/jordan-energy-projects-602531,Syria,Syria,,
"ff4800
",IZ,IZ,SY,010,"Make statement, not specified below
",36.8671,42.9884,36.8671,42.9884,35,38,http://reliefweb.int/report/iraq/no-school-half-million-children-northern-iraq,"Dohuk, Dahuk, Iraq","Dohuk, Dahuk, Iraq",,
"ff4800
",IZ,SY,SY,010,"Make statement, not specified below
",36.8671,42.9884,35,38,35,38,http://reliefweb.int/report/iraq/no-school-half-million-children-northern-iraq,"Dohuk, Dahuk, Iraq",Syria,,
"c1f827
",LE,LE,US,0841,"Return, release person(s)
",34.1794,36.4208,34.1794,36.4208,46.9048,-110.326,http://www.naharnet.com/stories/en/146651-discrepancy-between-foreign-ministry-unhcr-over-govt-decision-on-syria-refugees,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,
"c1f827
",LE,SY,LE,0841,"Return, release person(s)
",34.1794,36.4208,35,38,34.1794,36.4208,http://www.naharnet.com/stories/en/146651-discrepancy-between-foreign-ministry-unhcr-over-govt-decision-on-syria-refugees,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",Syria,,
"571d14
",AE,SY,SY,051,"Praise or endorse
",24,54,35,38,35,38,http://news.kuwaittimes.net/ban-expresses-deep-appreciation-amirs-humanitarian-role/,United Arab Emirates,Syria,,
"bf5e75
",IZ,SY,IZ,043,"Host a visit
",33,44,35,38,33,44,http://www.rttnews.com/2381457/un-chief-welcomes-formation-of-new-government-in-iraq.aspx,Iraq,Syria,,
"bf5e75
",IZ,SY,SY,043,"Host a visit
",33,44,35,38,35,38,http://www.rttnews.com/2381457/un-chief-welcomes-formation-of-new-government-in-iraq.aspx,Iraq,Syria,,
"bf5e75
",IZ,SY,SY,043,"Host a visit
",33.0372,40.2859,35,38,35,38,http://www.theguardian.com/world/2014/sep/09/john-kerry-diplomatic-drive-arab-support-fight-isis,"Rutba, Al Anbar, Iraq",Syria,,
"571d21
",IS,SY,IS,060,"Engage in material cooperation, not specified below
",31.525,34.5969,35,38,31.525,34.5969,http://www.frontpagemag.com/2014/steven-aiello/defending-the-jewish-state-2/,"Sderot, HaDarom, Israel",Syria,,
"17534d 
",IS,SY,IS,072,"Provide military aid
",31.525,34.5969,35,38,31.525,34.5969,http://www.frontpagemag.com/2014/steven-aiello/defending-the-jewish-state-2/,"Sderot, HaDarom, Israel",Syria,,
