Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword
"5e75bf
",UK,SY,UK,030,"Express intent to cooperate, not specified below
",54,-2,36.2028,37.1586,54,-2,,United Kingdom,"Aleppo, ?alab, Syria",
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,,Syria,Syria,
"571d14
",UK,SY,SY,050,"Engage in diplomatic cooperation, not specified below
",54,-2,36.2028,37.1586,36.2028,37.1586,,United Kingdom,"Aleppo, ?alab, Syria",
"571d14
",AG,ML,AG,051,"Praise or endorse
",28,3,17,-4,28,3,,Algeria,Mali,
"571d14
",AG,ML,ML,051,"Praise or endorse
",28,3,17,-4,17,-4,,Algeria,Mali,
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,,Syria,Syria,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,
"57144e
",IS,SY,SY,141,"Demonstrate or rally
",31.5,34.75,35,38,35,38,,Israel,Syria,
"bf5e75
",IS,SY,SY,190,"Use conventional military force, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,,Israel,"Damascus, Dimashq, Syria",
"571d14
",JO,SY,SY,175,"Use tactics of violent repression  
",31.95,35.9333,35,38,35,38,,"Amman, (JO11), Jordan",Syria,
"571d14
",JO,SY,JO,175,"Use tactics of violent repression  
",31.95,35.9333,35,38,31.95,35.9333,,"Amman, (JO11), Jordan",Syria,
"57144e
",IS,SY,SY,141,"Demonstrate or rally
",31.5,34.75,35,38,35,38,,Israel,Syria,
"bf5e75
",IS,SY,SY,190,"Use conventional military force, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,,Israel,"Damascus, Dimashq, Syria",
"bf5e75
",QA,SY,SY,043,"Host a visit
",25.2867,51.5333,33.5,36.3,33.5,36.3,,"Doha, Ad Daw?ah, Qatar","Damascus, Dimashq, Syria",
"bf5e75
",IS,SY,SY,042,"Make a visit
",31.5,34.75,35,38,35,38,,Israel,Syria,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,SY,SY,193,"Fight with small arms and light weapons
",33.459,36.2374,33.5,36.3,33.5,36.3,,"Daraya, Rif Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",SY,IS,SY,193,"Fight with small arms and light weapons
",33.5,36.3,31.5,34.75,33.5,36.3,,"Damascus, Dimashq, Syria",Israel,
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",32.6288,36.2243,32.6288,36.2243,32.6288,36.2243,,"Saida, Dara, Syria","Saida, Dara, Syria",
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,IS,SY,043,"Host a visit
",35,38,31.5,34.75,35,38,,Syria,Israel,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,,Syria,Syria,
"c1f827
",SY,SY,LE,080,"Yield, not specified below 
",35,38,35,38,33.8961,35.5008,,Syria,Syria,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",TS,TS,TS,042,"Make a visit
",34,9,34,9,34,9,,Tunisia,Tunisia,
"bf5e75
",SY,IS,SY,190,"Use conventional military force, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,,"Damascus, Dimashq, Syria",Israel,
"bf5e75
",SY,IS,SY,190,"Use conventional military force, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,,"Damascus, Dimashq, Syria",Israel,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,,Syria,Syria,
"571d14
",SY,SY,SY,052,"Defend verbally
",35,38,35,38,35,38,,Syria,Syria,
"57144e
",SY,JO,SY,140,"Engage in political dissent, not specified below
",35,38,32.3429,36.208,35,38,,Syria,"Mafraq, Jordan (general), Jordan",
"57144e
",SY,JO,SY,140,"Engage in political dissent, not specified below
",35,38,31.95,35.9333,35,38,,Syria,"Amman, (JO11), Jordan",
"bf5e75
",SZ,SZ,SZ,042,"Make a visit
",46.1956,6.14811,46.1956,6.14811,46.1956,6.14811,,"Geneva, Genè, Switzerland","Geneva, Genè, Switzerland",
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,TU,TU,042,"Make a visit
",33.5,36.3,39,35,39,35,,"Damascus, Dimashq, Syria",Turkey,
"bf5e75
",SY,TU,TU,042,"Make a visit
",35,38,39,35,39,35,,Syria,Turkey,
"bf5e75
",SY,SY,SY,043,"Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",US,US,US,043,"Host a visit
",42.4581,-79.0761,42.4581,-79.0761,42.4581,-79.0761,,"Nashville, New York, United States","Nashville, New York, United States",
"bf5e75
",IZ,IZ,IZ,043,"Host a visit
",33,44,33,44,33,44,,Iraq,Iraq,
"bf5e75
",IZ,SY,IZ,043,"Host a visit
",33,44,35,38,33,44,,Iraq,Syria,
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",TU,SY,TU,043,"Host a visit
",39,35,33.5,36.3,39,35,,Turkey,"Damascus, Dimashq, Syria",
"bf5e75
",TS,TS,TS,043,"Host a visit
",34,9,34,9,34,9,,Tunisia,Tunisia,
"bf5e75
",SY,SY,SY,042,"Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",IZ,IZ,IZ,042,"Make a visit
",33,44,33,44,33,44,,Iraq,Iraq,
"bf5e75
",SY,SY,SY,042,"Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"17534d 
",IZ,SY,SY,073,"Provide humanitarian aid
",33.3386,44.3939,33.5,36.3,33.5,36.3,,"Baghdad, Baghdad, Iraq","Damascus, Dimashq, Syria",
"17534d 
",IZ,SY,SY,073,"Provide humanitarian aid
",33,44,33.5,36.3,33.5,36.3,,Iraq,"Damascus, Dimashq, Syria",
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",IS,SY,SY,190,"Use conventional military force, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,,Israel,"Damascus, Dimashq, Syria",
"bf5e75
",JO,SY,JO,043,"Host a visit
",31,36,36.2028,37.1586,31,36,,Jordan,"Aleppo, ?alab, Syria",
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",31.95,35.9333,35,38,31.95,35.9333,,"Amman, (JO11), Jordan",Syria,
"17534d 
",JO,SY,SY,073,"Provide humanitarian aid
",31.95,35.9333,35,38,35,38,,"Amman, (JO11), Jordan",Syria,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,
"144e57
",JO,JO,JO,182,"Physically assault, not specified below
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",
"ff4800
",LE,SY,SY,010,"Make statement, not specified below
",33.8719,35.5097,35,38,35,38,,"Beirut, Beyrouth, Lebanon",Syria,
"17534d 
",LE,LE,LE,073,"Provide humanitarian aid
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",
"17534d 
",LE,SY,LE,073,"Provide humanitarian aid
",33.8719,35.5097,35,38,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon",Syria,
"17534d 
",LE,SY,SY,073,"Provide humanitarian aid
",33.8719,35.5097,35,38,35,38,,"Beirut, Beyrouth, Lebanon",Syria,
"17534d 
",LE,SY,LE,073,"Provide humanitarian aid
",33.8333,35.8333,35,38,33.8333,35.8333,,Lebanon,Syria,
"17534d 
",LE,SY,SY,073,"Provide humanitarian aid
",33.8333,35.8333,35,38,35,38,,Lebanon,Syria,
"17534d 
",SY,LE,LE,073,"Provide humanitarian aid
",35,38,33.8333,35.8333,33.8333,35.8333,,Syria,Lebanon,
"17534d 
",SY,LE,SY,073,"Provide humanitarian aid
",35,38,33.8333,35.8333,35,38,,Syria,Lebanon,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",LE,SY,LE,192,"Occupy territory
",33.8333,35.8333,35,38,33.8333,35.8333,,Lebanon,Syria,
"bf5e75
",LE,SY,SY,192,"Occupy territory
",33.8333,35.8333,35,38,35,38,,Lebanon,Syria,
"5f2fc4
",IS,SY,IS,0233,"Appeal for humanitarian aid
",31.5,34.75,33.5,36.3,31.5,34.75,,Israel,"Damascus, Dimashq, Syria",
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",IS,SY,SY,190,"Use conventional military force, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,,Israel,"Damascus, Dimashq, Syria",
"94c42f
",SY,SY,SY,125,"Reject proposal to meet, discuss, or negotiate
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",LE,LE,LE,100,"Demand, not specified below
",33.8339,35.5442,33.8339,35.5442,33.8339,35.5442,,"Baabda, Mont-Liban, Lebanon","Baabda, Mont-Liban, Lebanon",
"bf5e75
",SY,SY,SY,100,"Demand, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",IZ,IZ,IZ,043,"Host a visit
",33,44,33,44,33,44,,Iraq,Iraq,
"ff4800
",JO,JO,JO,010,"Make statement, not specified below
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",
"ff4800
",SY,JO,SY,010,"Make statement, not specified below
",35,38,31.95,35.9333,35,38,,Syria,"Amman, (JO11), Jordan",
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"f82758
",SY,PK,SY,130,"Threaten, not specified below
",35,38,30,70,35,38,,Syria,Pakistan,
"bf5e75
",SY,SY,SY,043,"Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"17534d 
",AE,AE,AE,075,"Grant asylum
",25.2522,55.28,25.2522,55.28,25.2522,55.28,,"Dubai, Dubayy, United Arab Emirates","Dubai, Dubayy, United Arab Emirates",
"17534d 
",SY,SY,AE,075,"Grant asylum
",35,38,35,38,25.2522,55.28,,Syria,Syria,
"17534d 
",SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,,Syria,Syria,
"c1f827
",SY,SY,JO,0841,"Return, release person(s)
",35,38,35,38,31.95,35.9333,,Syria,Syria,
"c1f827
",SY,SY,SY,0841,"Return, release person(s)
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,TU,TU,042,"Make a visit
",35,38,39,35,39,35,,Syria,Turkey,
"bf5e75
",TU,TU,TU,042,"Make a visit
",39,35,39,35,39,35,,Turkey,Turkey,
"bf5e75
",SY,IS,SY,190,"Use conventional military force, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,,"Damascus, Dimashq, Syria",Israel,
"bf5e75
",SY,IS,SY,190,"Use conventional military force, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,,"Damascus, Dimashq, Syria",Israel,
"17534d 
",SY,,AE,075,"Grant asylum
",35,38,0,0,25.2522,55.28,,Syria,,
"17534d 
",SY,,SY,075,"Grant asylum
",35,38,0,0,35,38,,Syria,,
"17534d 
",SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,SY,SY,043,"Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",SY,JO,JO,042,"Make a visit
",36.2028,37.1586,31,36,31,36,,"Aleppo, ?alab, Syria",Jordan,
"17534d 
",KU,KU,KU,073,"Provide humanitarian aid
",29.3375,47.6581,29.3375,47.6581,29.3375,47.6581,,Kuwait,Kuwait,
"5f2fc4
",SW,SW,SW,020,"Appeal, not specified below
",59.3333,18.05,59.3333,18.05,59.3333,18.05,,"Stockholm, Stockholm, Sweden","Stockholm, Stockholm, Sweden",
"bf5e75
",SY,SY,SY,042,"Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"17534d 
",AE,SY,AE,075,"Grant asylum
",25.2522,55.28,35,38,25.2522,55.28,,"Dubai, Dubayy, United Arab Emirates",Syria,
"17534d 
",SY,SY,AE,075,"Grant asylum
",35,38,35,38,25.2522,55.28,,Syria,Syria,
"bf5e75
",TU,SY,TU,043,"Host a visit
",39,35,35,38,39,35,,Turkey,Syria,
"bf5e75
",TU,TU,TU,043,"Host a visit
",39,35,39,35,39,35,,Turkey,Turkey,
"5f2fc4
",,SY,SY,023,"Appeal for aid, not specified below
",0,0,36.2028,37.1586,36.2028,37.1586,,,"Aleppo, ?alab, Syria",
"5f2fc4
",,LE,SY,023,"Appeal for aid, not specified below
",0,0,33.8719,35.5097,36.2028,37.1586,,,"Beirut, Beyrouth, Lebanon",
"5f2fc4
",LE,SY,LE,0233,"Appeal for humanitarian aid
",33.8719,35.5097,33.5,36.3,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",
"5f2fc4
",LE,LE,LE,0233,"Appeal for humanitarian aid
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",
"5f2fc4
",LE,LE,LE,025,"Appeal to yield
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,,Lebanon,Lebanon,
"5e75bf
",SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",LE,SY,LE,040,"Consult, not specified below
",33.8719,35.5097,35,38,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon",Syria,
"bf5e75
",AG,AG,AG,040,"Consult, not specified below
",28,3,28,3,28,3,,Algeria,Algeria,
"17534d 
",LE,SY,LE,073,"Provide humanitarian aid
",33.8333,35.8333,35,38,33.8333,35.8333,,Lebanon,Syria,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",35,38,35,38,35,38,,Syria,Syria,
"f82758
",AG,AG,AG,130,"Threaten, not specified below
",28,3,28,3,28,3,,Algeria,Algeria,
"1d1831
",AG,AG,AG,150,"Demonstrate military or police power, not specified below
",28,3,28,3,28,3,,Algeria,Algeria,
"5e75bf
",AG,AG,AG,036,"Express intent to meet or negotiate
",28,3,28,3,28,3,,Algeria,Algeria,
"17534d 
",LE,SY,LE,073,"Provide humanitarian aid
",33.8333,35.8333,35,38,33.8333,35.8333,,Lebanon,Syria,
"5e75bf
",IC,IC,IC,036,"Express intent to meet or negotiate
",65,-18,65,-18,65,-18,,Iceland,Iceland,
"bf5e75
",AG,AG,AG,043,"Host a visit
",28,3,28,3,28,3,,Algeria,Algeria,
"bf5e75
",AG,AG,AG,100,"Demand, not specified below
",28,3,28,3,28,3,,Algeria,Algeria,
"17534d 
",US,LE,LE,075,"Grant asylum
",38,-97,33.8333,35.8333,33.8333,35.8333,,United States,Lebanon,
"c03624
",SY,SY,SY,090,"Investigate, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"571d14
",LE,LE,LE,051,"Praise or endorse
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,,Lebanon,Lebanon,
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,,Syria,Syria,
"ff4800
",LE,SY,LE,010,"Make statement, not specified below
",33.8719,35.5097,35,38,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon",Syria,
"ff4800
",SY,LE,LE,010,"Make statement, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,,Syria,"Beirut, Beyrouth, Lebanon",
"c03624
",SY,,SY,090,"Investigate, not specified below
",33.5,36.3,0,0,33.5,36.3,,"Damascus, Dimashq, Syria",,
"c03624
",SY,,IS,090,"Investigate, not specified below
",33.5,36.3,0,0,31.5,34.75,,"Damascus, Dimashq, Syria",,
"bf5e75
",AG,AG,AG,040,"Consult, not specified below
",28,3,28,3,28,3,,Algeria,Algeria,
"bf5e75
",SY,LE,LE,040,"Consult, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,,Syria,"Beirut, Beyrouth, Lebanon",
"571d14
",LE,LE,LE,051,"Praise or endorse
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,,Lebanon,Lebanon,
"bf5e75
",AG,AG,AG,042,"Make a visit
",28,3,28,3,28,3,,Algeria,Algeria,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,
"5f2fc4
",SY,LE,LE,0233,"Appeal for humanitarian aid
",35,38,33.8333,35.8333,33.8333,35.8333,,Syria,Lebanon,
"5f2fc4
",SI,SI,SI,020,"Appeal, not specified below
",46,15,46,15,46,15,,Slovenia,Slovenia,
"bf5e75
",,SY,SY,100,"Demand, not specified below
",0,0,35,38,35,38,,,Syria,
"5f2fc4
",IS,IS,IS,026,"Appeal to others to meet or negotiate
",31.5,34.75,31.5,34.75,31.5,34.75,,Israel,Israel,
"bf5e75
",IS,SY,SY,040,"Consult, not specified below
",31.5,34.75,35,38,35,38,,Israel,Syria,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",IS,SY,SY,046,"Engage in negotiation
",31.5,34.75,35,38,35,38,,Israel,Syria,
"bf5e75
",SY,SY,SY,046,"Engage in negotiation
",35,38,35,38,35,38,,Syria,Syria,
"5e75bf
",ML,MR,ML,036,"Express intent to meet or negotiate
",17,-4,18.1194,-16.0406,17,-4,,Mali,"Nouakchott, Trarza, Mauritania",
"5e75bf
",ML,ML,ML,036,"Express intent to meet or negotiate
",17,-4,17,-4,17,-4,,Mali,Mali,
"bf5e75
",MR,MR,MR,040,"Consult, not specified below
",18.1194,-16.0406,18.1194,-16.0406,18.1194,-16.0406,,"Nouakchott, Trarza, Mauritania","Nouakchott, Trarza, Mauritania",
"5f2fc4
",IS,IS,IS,026,"Appeal to others to meet or negotiate
",31.5,34.75,31.5,34.75,31.5,34.75,,Israel,Israel,
"bf5e75
",IS,SY,SY,040,"Consult, not specified below
",31.5,34.75,35,38,35,38,,Israel,Syria,
"bf5e75
",IS,SY,SY,046,"Engage in negotiation
",31.5,34.75,35,38,35,38,,Israel,Syria,
"17534d 
",MR,ML,MR,073,"Provide humanitarian aid
",18.1194,-16.0406,17,-4,18.1194,-16.0406,,"Nouakchott, Trarza, Mauritania",Mali,
"17534d 
",LE,SY,LE,073,"Provide humanitarian aid
",34.2553,35.6581,35,38,34.2553,35.6581,,"Batroun, Liban-Nord, Lebanon",Syria,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,IS,SY,040,"Consult, not specified below
",35,38,31.5,34.75,35,38,,Syria,Israel,
"bf5e75
",SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,IS,SY,046,"Engage in negotiation
",35,38,31.5,34.75,35,38,,Syria,Israel,
"bf5e75
",SY,SY,SY,046,"Engage in negotiation
",35,38,35,38,35,38,,Syria,Syria,
"bf5e75
",SY,IS,SY,040,"Consult, not specified below
",35,38,31.5,34.75,35,38,,Syria,Israel,
"bf5e75
",SY,IS,SY,046,"Engage in negotiation
",35,38,31.5,34.75,35,38,,Syria,Israel,
"5f2fc4
",ML,MR,ML,020,"Appeal, not specified below
",17,-4,18.1194,-16.0406,17,-4,,Mali,"Nouakchott, Trarza, Mauritania",
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"5f2fc4
",ML,MR,ML,0233,"Appeal for humanitarian aid
",17,-4,18.1194,-16.0406,17,-4,,Mali,"Nouakchott, Trarza, Mauritania",
"5f2fc4
",SY,LE,SY,0233,"Appeal for humanitarian aid
",35,38,34.2553,35.6581,35,38,,Syria,"Batroun, Liban-Nord, Lebanon",
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,
"94c42f
",SY,SY,SY,120,"Reject, not specified below
",35,38,35,38,35,38,,Syria,Syria,
"ff4800
",MR,MR,MR,010,"Make statement, not specified below
",18.1194,-16.0406,18.1194,-16.0406,18.1194,-16.0406,,"Nouakchott, Trarza, Mauritania","Nouakchott, Trarza, Mauritania",
"ff4800
",MR,MR,MR,010,"Make statement, not specified below
",18.1194,-16.0406,18.1194,-16.0406,18.1194,-16.0406,,"Nouakchott, Trarza, Mauritania","Nouakchott, Trarza, Mauritania",
"ff4800
",SY,LE,LE,010,"Make statement, not specified below
",33.5,36.3,33.8719,35.5097,33.8719,35.5097,,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",
"ff4800
",LE,LE,LE,010,"Make statement, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",
"bf5e75
",MR,MR,MR,040,"Consult, not specified below
",18.1194,-16.0406,18.1194,-16.0406,18.1194,-16.0406,,"Nouakchott, Trarza, Mauritania","Nouakchott, Trarza, Mauritania",
"571d14
",SY,SY,SY,051,"Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"5e75bf
",IR,IR,IR,032,"Express intent to provide diplomatic cooperation such as policy support
",35.75,51.5148,35.75,51.5148,35.75,51.5148,,"Tehran, Tehran, Iran","Tehran, Tehran, Iran",
"5e75bf
",EG,SY,EG,036,"Express intent to meet or negotiate
",30.0445,31.2332,35,38,30.0445,31.2332,,"Arab League, Al Qahirah, Egypt",Syria,
"bf5e75
",EG,EG,EG,040,"Consult, not specified below
",30.05,31.25,30.05,31.25,30.05,31.25,,"Cairo, Al Qahirah, Egypt","Cairo, Al Qahirah, Egypt",
