Event_COLOR_CODE,Event_ROOT_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Root Event Code,Main Reason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Duplicate Entry
"17534d 
",175355,US,SY,US,071,07,"PROVIDE AID
","Provide economic aid
",38.8951,-77.0364,33.5,36.3,38.8951,-77.0364,"http://muslimvillage.com/2015/01/01/61196/fragmented-syria-search-referee/
","Washington, District of Columbia, United States","Damascus, Dimashq, Syria",,1
"17534d 
",175357,SY,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,35,38,35,38,"http://www.worldbulletin.net/haberler/152056/erdogan-new-turkey-vision-cannot-be-stopped
",Syria,Syria,,1
"ff4800
",ff4804,SY,EG,EG,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",35,38,30.05,31.25,30.05,31.25,"http://www.thecairopost.com/news/132031/inside_egypt/syrian-refugees-in-egypt-face-catastrophe-after-wfp-aid-cut
",Syria,"Cairo, Al Qahirah, Egypt",,1
"bf5e75
",bf5e81,UK,UK,UK,192,19,"FIGHT
","Occupy territory
",54,-2,54,-2,54,-2,"http://www.rappler.com/world/regions/middle-east/79585-syria-war-deadliest-2014
",United Kingdom,United Kingdom,,1
"bf5e75
",bf5e7b,SY,SW,SY,042,04,"CONSULT
","Make a visit
",35,38,63.1,14.8,35,38,"http://sputniknews.com/europe/20150102/1016459602.html
",Syria,"Grytan, Jamtland, Sweden",,1
"571d14
",571d1a,TU,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",41.0333,28.9833,35,38,41.0333,28.9833,"http://en.cihan.com.tr/news/1638558-Turkey-welcomes-New-Year-with-celebrations-CHMTYzODU1OC80
","Taksim, Istanbul, Turkey",Syria,,1
"17534d 
",175357,CY,SY,CY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,33,35,38,35,33,"http://www.dw.de/people-smugglers-adopt-new-ghost-ship-tactic/a-18168457
",Cyprus,Syria,,1
"17534d 
",175359,EG,EG,EG,075,07,"PROVIDE AID
","Grant asylum
",27,30,27,30,27,30,"http://humanitariannews.org/20150102/syrian-arab-republic-desperate-syrian-refugees-risk-all-bid-reach-europe
",Egypt,Egypt,,1
"bf5e75
",bf5e7c,IT,SY,IT,043,04,"CONSULT
","Host a visit
",42.8333,12.8333,35,38,42.8333,12.8333,"http://www.firstnews.co.uk/news/another-cargo-ship-abandoned-by-crew-off-the-coast-of-italy-i11589
",Italy,Syria,,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",41.1333,16.85,35,38,41.1333,16.85,"http://www.independent.ie/world-news/europe/italy-rescues-another-abandoned-migrant-ship-coastguard-30876960.html
","Bari, Puglia, Italy",Syria,,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",41.1333,16.85,35,38,35,38,"http://www.independent.ie/world-news/europe/italy-rescues-another-abandoned-migrant-ship-coastguard-30876960.html
","Bari, Puglia, Italy",Syria,,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",39.6,16.5167,34.889,35.8866,39.6,16.5167,"http://www.ibtimes.com/human-traffickers-made-over-1-million-single-ghost-ship-thousands-flee-war-torn-syria-1772478
","Corigliano Calabro, Calabria, Italy","Tartus, Tartus, Syria",,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",39.6,16.5167,34.889,35.8866,34.889,35.8866,"http://www.ibtimes.com/human-traffickers-made-over-1-million-single-ghost-ship-thousands-flee-war-torn-syria-1772478
","Corigliano Calabro, Calabria, Italy","Tartus, Tartus, Syria",,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",40.15,18.5,35,38,35,38,"http://telesurtv.net/english/news/Italys-Coast-Guard-Rescues-at-Least-1400-Migrants-in-2-Days-20150101-0027.html&c=vWmlBv3G4m2HprSYl1c_lU3z2LkqUC-acGw3LkHCfz0&mkt=en-us
","Otranto, Puglia, Italy",Syria,,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",41.9,12.4833,35,38,41.9,12.4833,"http://www.tribuneindia.com/news/world/italy-rescues-abandoned-migrant-ship/25749.html
","Rome, Lazio, Italy",Syria,,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",41.9,12.4833,35,38,35,38,"http://www.tribuneindia.com/news/world/italy-rescues-abandoned-migrant-ship/25749.html
","Rome, Lazio, Italy",Syria,,1
"17534d 
",175357,IT,IT,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",42.8333,12.8333,42.8333,12.8333,42.8333,12.8333,"http://www.marinelink.com/news/abandoned-rescues-another383138.aspx
",Italy,Italy,,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",42.8333,12.8333,35,38,42.8333,12.8333,"http://www.khaleejtimes.com/kt-article-display-1.asp?xfile=data/international/2015/January/international_January64.xml&section=international
",Italy,Syria,,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",42.8333,12.8333,35,38,35,38,"http://www.khaleejtimes.com/kt-article-display-1.asp?xfile=data/international/2015/January/international_January64.xml&section=international
",Italy,Syria,,1
"17534d 
",175357,MT,MT,MT,073,07,"PROVIDE AID
","Provide humanitarian aid
",35.8333,14.5833,35.8333,14.5833,35.8333,14.5833,"http://www.timesofmalta.com/articles/view/20150102/world/updated-italy-rescues-another-abandoned-migrant-ship.550287
",Malta,Malta,,1
"17534d 
",175357,SY,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,35,38,35,38,"http://cyprus-mail.com/2015/01/02/italy-rescues-another-abandoned-migrant-ship/
",Syria,Syria,,1
"bf5e75
",bf5e7c,SW,SY,SY,043,04,"CONSULT
","Host a visit
",63.1,14.8,35,38,35,38,"http://www.turkishweekly.net/news/177982/refugees-organize-protest-in-sweden-over-asylum-destination-reports.html
","Grytan, Jamtland, Sweden",Syria,,1
"17534d 
",175357,SW,SW,SW,073,07,"PROVIDE AID
","Provide humanitarian aid
",63.1,14.8,63.1,14.8,63.1,14.8,"http://www.dailymail.co.uk/news/article-2894696/Forty-asylum-seekers-refuse-bus-24-hours-arriving-picturesque-Swedish-village-housed-wanted-live-city.html
","Grytan, Jamtland, Sweden","Grytan, Jamtland, Sweden",,1
"17534d 
",175357,SW,SY,SW,073,07,"PROVIDE AID
","Provide humanitarian aid
",63.1,14.8,35,38,63.1,14.8,"http://www.dailymail.co.uk/news/article-2894696/Forty-asylum-seekers-refuse-bus-24-hours-arriving-picturesque-Swedish-village-housed-wanted-live-city.html?ITO=1490&ns_campaign=1490
","Grytan, Jamtland, Sweden",Syria,,1
"17534d 
",175357,SW,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",63.1,14.8,35,38,35,38,"http://www.dailymail.co.uk/news/article-2894696/Forty-asylum-seekers-refuse-bus-24-hours-arriving-picturesque-Swedish-village-housed-wanted-live-city.html?ITO=1490&ns_campaign=1490
","Grytan, Jamtland, Sweden",Syria,,1
"17534d 
",175357,SW,SY,SW,073,07,"PROVIDE AID
","Provide humanitarian aid
",59.3333,18.05,35,38,63.1,14.8,"http://www.dailymail.co.uk/news/article-2894696/Forty-asylum-seekers-refuse-bus-24-hours-arriving-picturesque-Swedish-village-housed-wanted-live-city.html?ITO=1490&ns_campaign=1490
","Stockholm, Stockholm, Sweden",Syria,,1
"17534d 
",175354,SY,IZ,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",35,38,36.1926,44.0106,35,38,"http://www.turkishpress.com/news/416381/
",Syria,"Erbil, Liwa' Irbil, Iraq",,1
"17534d 
",175354,SY,SY,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",35,38,35,38,35,38,"http://www.turkishpress.com/news/416381/
",Syria,Syria,,1
"17534d 
",175355,SY,SY,SY,071,07,"PROVIDE AID
","Provide economic aid
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,"http://www.heritagefl.com/story/2015/01/02/news/more-syrian-refugees-coming-to-america/3782.html
","Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,1
"c03624
",c0362d,SY,SY,SY,090,09,"INVESTIGATE
","Investigate, not specified below
",35,38,35,38,35,38,"http://www.firstnews.co.uk/news/another-cargo-ship-abandoned-by-crew-off-the-coast-of-italy-i11589
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://www.firstnews.co.uk/news/another-cargo-ship-abandoned-by-crew-off-the-coast-of-italy-i11589
",Syria,Syria,,1
"ff4800
",ff4801,SY,LE,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",35,38,33.8333,35.8333,33.8333,35.8333,"http://www.wnd.com/2015/01/saudi-religious-leader-oks-rape-of-children/
",Syria,Lebanon,,1
"bf5e75
",bf5e7b,SY,SW,SY,042,04,"CONSULT
","Make a visit
",35,38,63.1,14.8,35,38,"http://www.turkishweekly.net/news/177982/refugees-organize-protest-in-sweden-over-asylum-destination-reports.html
",Syria,"Grytan, Jamtland, Sweden",,1
"5f2fc4
",5f2fc9,SY,SY,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,38,35,38,35,38,"http://gulfnews.com/news/world/other-world/turkey-strengthens-rights-of-syrian-refugees-1.1435230
",Syria,Syria,,1
"17534d 
",175357,US,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",32.7153,-117.157,36.2028,37.1586,36.2028,37.1586,"http://www.heritagefl.com/story/2015/01/02/news/more-syrian-refugees-coming-to-america/3782.html
","San Diego, California, United States","Aleppo, ?alab, Syria",,1
"17534d 
",175357,US,SY,US,073,07,"PROVIDE AID
","Provide humanitarian aid
",32.7153,-117.157,36.2028,37.1586,32.7153,-117.157,"http://www.heritagefl.com/story/2015/01/02/news/more-syrian-refugees-coming-to-america/3782.html
","San Diego, California, United States","Aleppo, ?alab, Syria",,1
"17534d 
",175357,US,US,US,073,07,"PROVIDE AID
","Provide humanitarian aid
",32.7153,-117.157,32.7153,-117.157,32.7153,-117.157,"http://www.heritagefl.com/story/2015/01/02/news/more-syrian-refugees-coming-to-america/3782.html
","San Diego, California, United States","San Diego, California, United States",,1
"571d14
",571d1e,SY,SY,SY,172,17,"COERCE
","Impose administrative sanctions, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.dailystar.com.lb/News/Lebanon-News/2015/Jan-03/282965-new-visas-require-coordination-between-lebanon-syria-envoy.ashx
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"c1f827
",c1f82f,SY,SY,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,35,38,35,38,"http://www.todayszaman.com/national_16-million-syrian-refugees-brace-for-brutal-winter-in-turkey_368644.html
",Syria,Syria,,1
"17534d 
",175357,UK,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",54,-2,35,38,35,38,"http://www.theguardian.com/world/commentisfree/2015/jan/03/arab-spring-migrant-wave-instability-war
",United Kingdom,Syria,,1
"17534d 
",175357,UK,SY,UK,073,07,"PROVIDE AID
","Provide humanitarian aid
",54,-2,35,38,54,-2,"http://www.theguardian.com/world/commentisfree/2015/jan/03/arab-spring-migrant-wave-instability-war
",United Kingdom,Syria,,1
"57144e
",571455,GR,SY,GR,142,14,"PROTEST
","Conduct hunger strike, not specified below
",39,22,35,38,39,22,"http://www.thenational.ae/world/syria-unrest/greek-mp-joins-syrian-refugees-on-hunger-strike---video
",Greece,Syria,,1
"57144e
",571455,GR,SY,SY,142,14,"PROTEST
","Conduct hunger strike, not specified below
",39,22,35,38,35,38,"http://www.thenational.ae/world/syria-unrest/greek-mp-joins-syrian-refugees-on-hunger-strike---video
",Greece,Syria,,1
"17534d 
",175357,IT,IT,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",39.6,16.5167,39.6,16.5167,39.6,16.5167,"http://article.wn.com/view/2015/01/04/Italy_ghost_ship_migrants_paid_up_to_8000_each_to_trafficker/
","Corigliano Calabro, Calabria, Italy","Corigliano Calabro, Calabria, Italy",,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",39.6,16.5167,35,38,39.6,16.5167,"http://article.wn.com/view/2015/01/03/EU_migration_Traffickers_made_3m_on_ship_to_Italy/
","Corigliano Calabro, Calabria, Italy",Syria,,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",39.6,16.5167,35,38,35,38,"http://article.wn.com/view/2015/01/03/Abandoned_Syrian_migrants_take_refuge_in_Italy/
","Corigliano Calabro, Calabria, Italy",Syria,,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",44.8833,11.0667,35,38,44.8833,11.0667,"http://gulftoday.ae/portal/1d8b1dd1-ee16-40bd-9666-bcf90a58cc4a.aspx
","Mirandola, Emilia-Romagna, Italy",Syria,,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",44.8833,11.0667,35,38,35,38,"http://gulftoday.ae/portal/1d8b1dd1-ee16-40bd-9666-bcf90a58cc4a.aspx
","Mirandola, Emilia-Romagna, Italy",Syria,,1
"17534d 
",175357,IT,SY,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",42.8333,12.8333,35,38,42.8333,12.8333,"http://www.timesofmalta.com/articles/view/20150103/world/Another-abandoned-migrant-ship-rescued.550467
",Italy,Syria,,1
"17534d 
",175357,IT,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",42.8333,12.8333,35,38,35,38,"http://www.timesofmalta.com/articles/view/20150103/world/Another-abandoned-migrant-ship-rescued.550467
",Italy,Syria,,1
"17534d 
",175357,MT,MT,MT,073,07,"PROVIDE AID
","Provide humanitarian aid
",35.8333,14.5833,35.8333,14.5833,35.8333,14.5833,"http://www.timesofmalta.com/articles/view/20150103/world/Another-abandoned-migrant-ship-rescued.550467
",Malta,Malta,,1
"17534d 
",175357,SY,IT,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,39.6,16.5167,39.6,16.5167,"http://article.wn.com/view/2015/01/03/EU_migration_Traffickers_made_3m_on_ship_to_Italy/
",Syria,"Corigliano Calabro, Calabria, Italy",,1
"17534d 
",175359,JO,SY,JO,075,07,"PROVIDE AID
","Grant asylum
",31.95,35.9333,33.2854,35.69,31.95,35.9333,"http://www.washingtonpost.com/world/middle_east/jordan-squeezed-as-syrian-conflict-rages-next-door/2012/08/13/4209ca02-e529-11e1-9739-eef99c5fb285_story.html
","Amman, (JO11), Jordan","Ramtha, Al Qunaytirah, Syria",,1
"bf5e75
",bf5e7c,LE,LE,LE,043,04,"CONSULT
","Host a visit
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,"http://article.wn.com/view/2015/01/03/Syria_wants_coordination_with_Lebanon_on_new_visa_rules_y/
","Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8719,35.5097,35,38,33.8719,35.5097,"http://economictimes.indiatimes.com/news/international/world-news/lebanon-tightens-entry-requirements-for-syrians-security-official/articleshow/45746331.cms
","Beirut, Beyrouth, Lebanon",Syria,,1
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,35,38,33.8333,35.8333,"http://news.yahoo.com/lebanon-tightens-entry-requirements-syrians-security-official-174123625.html
",Lebanon,Syria,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://www.ndtv.com/article/world/lebanon-tightens-entry-requirements-for-syrians-security-official-643740
",Syria,Syria,,1
"bf5e75
",bf5e76,SY,LE,LE,100,10,"DEMAND
","Demand, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,"http://www.naharnet.com/stories/en/161531-syrian-ambassador-calls-for-cooperation-in-measures-across-border
",Syria,"Beirut, Beyrouth, Lebanon",,1
"bf5e75
",bf5e76,SY,SY,SY,100,10,"DEMAND
","Demand, not specified below
",35,38,35,38,35,38,"http://www.naharnet.com/stories/en/161531-syrian-ambassador-calls-for-cooperation-in-measures-across-border
",Syria,Syria,,1
"b3dd2a
",b3dd33,JO,JO,JO,162,16,"REDUCE RELATIONS
","Reduce or stop aid, not specified below
",32.5592,36.0069,32.5592,36.0069,32.5592,36.0069,"http://www.egyptindependent.com/news/nightmare-syrian-refugees-un-cuts-food-aid&c=qPDFgjOnVJsHwjOTZ37YaMXGAd7iPjvXqyQvnoU8Atc&mkt=en-us
","Ramtha, Jordan (general), Jordan","Ramtha, Jordan (general), Jordan",,1
"5f2fc4
",5f2fc6,SY,IT,IT,020,02,"APPEAL
","Appeal, not specified below
",35,38,39.6,16.5167,39.6,16.5167,"http://zeenews.india.com/news/world/italys-second-ghost-ship-rescue-prompts-eu-pledge-on-migrants_1524475.html
",Syria,"Corigliano Calabro, Calabria, Italy",,1
"17534d 
",175357,SY,IT,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,39.6,16.5167,39.6,16.5167,"http://zeenews.india.com/news/world/italys-second-ghost-ship-rescue-prompts-eu-pledge-on-migrants_1524475.html
",Syria,"Corigliano Calabro, Calabria, Italy",,1
"ff4800
",ff4801,SY,JO,JO,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",35,38,32.5592,36.0069,32.5592,36.0069,"http://www.egyptindependent.com/news/nightmare-syrian-refugees-un-cuts-food-aid&c=qPDFgjOnVJsHwjOTZ37YaMXGAd7iPjvXqyQvnoU8Atc&mkt=en-us
",Syria,"Ramtha, Jordan (general), Jordan",,1
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",35,38,33.8719,35.5097,33.8719,35.5097,"http://www.ndtv.com/article/world/lebanon-tightens-entry-requirements-for-syrians-security-official-643740
",Syria,"Beirut, Beyrouth, Lebanon",,1
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",35,38,33.8333,35.8333,33.8333,35.8333,"http://news.yahoo.com/lebanon-tightens-entry-requirements-syrians-security-official-174123625.html
",Syria,Lebanon,,1
"f82758
",f8275c,SY,SY,SY,130,13,"THREATEN
","Threaten, not specified below
",33.7,35.9667,33.7,35.9667,33.7,35.9667,"http://www.rappler.com/world/regions/middle-east/79703-lebanon-syria-visa
","Masnaa, Rif Dimashq, Syria","Masnaa, Rif Dimashq, Syria",,1
"f82758
",f8275c,SY,SY,SY,130,13,"THREATEN
","Threaten, not specified below
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,"http://www.themalaysianinsider.com/world/article/lebanon-imposes-visas-on-syrians-for-first-time
","Idlib, Idlib, Syria","Idlib, Idlib, Syria",,1
"f82758
",f8275c,SY,LE,LE,130,13,"THREATEN
","Threaten, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,"http://www.aljazeera.com/news/middleeast/2015/01/lebanon-visa-restrictions-syrians-2015131029059563.html
",Syria,"Beirut, Beyrouth, Lebanon",,1
"f82758
",f8275c,SY,LE,SY,130,13,"THREATEN
","Threaten, not specified below
",35,38,33.8719,35.5097,35,38,"http://www.aljazeera.com/news/middleeast/2015/01/lebanon-visa-restrictions-syrians-2015131029059563.html
",Syria,"Beirut, Beyrouth, Lebanon",,1
"f82758
",f8275c,SY,SY,SY,130,13,"THREATEN
","Threaten, not specified below
",35,38,35,38,35,38,"http://www.timesofoman.com/rss/../News/45200/Article-Lebanon-imposes-visa-restrictions-on-Syrians-for-first-time
",Syria,Syria,,1
"17534d 
",175359,SY,TU,TU,075,07,"PROVIDE AID
","Grant asylum
",35,38,41.0131,28.8206,41.0131,28.8206,"http://www.todayszaman.com/national_16-million-syrian-refugees-brace-for-brutal-winter-in-turkey_368644.html
",Syria,"Yenibosna, Istanbul, Turkey",,1
"17534d 
",175359,SY,TU,SY,075,07,"PROVIDE AID
","Grant asylum
",35,38,41.0131,28.8206,35,38,"http://www.todayszaman.com/national_16-million-syrian-refugees-brace-for-brutal-winter-in-turkey_368644.html
",Syria,"Yenibosna, Istanbul, Turkey",,1
"571d14
",571d1a,TU,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",39,35,35,38,39,35,"http://www.todayszaman.com/national_16-million-syrian-refugees-brace-for-brutal-winter-in-turkey_368644.html
","Anatolia, Turkey (general), Turkey",Syria,,1
"571d14
",571d1e,SY,SY,SY,172,17,"COERCE
","Impose administrative sanctions, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,"http://dailystar.com.lb/News/Lebanon-News/2015/Jan-03/282965-new-visas-require-coordination-between-lebanon-syria-envoy.ashx
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"571d14
",571d1e,SY,SY,LE,172,17,"COERCE
","Impose administrative sanctions, not specified below
",33.5,36.3,33.5,36.3,33.8719,35.5097,"http://dailystar.com.lb/News/Lebanon-News/2015/Jan-05/283056-regulations-unclear-regarding-humanitarian-cases-unhcr.ashx
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"571d14
",571d1e,LE,SY,SY,172,17,"COERCE
","Impose administrative sanctions, not specified below
",33.8719,35.5097,33.5,36.3,33.5,36.3,"http://dailystar.com.lb/News/Lebanon-News/2015/Jan-04/282979-syria-entry-visas-aim-to-differentiate-refugee-from-visitor-lebanon-minister.ashx
","Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,1
"571d14
",571d1e,LE,SY,LE,172,17,"COERCE
","Impose administrative sanctions, not specified below
",33.8719,35.5097,33.5,36.3,33.8719,35.5097,"http://dailystar.com.lb/News/Lebanon-News/2015/Jan-05/283056-regulations-unclear-regarding-humanitarian-cases-unhcr.ashx
","Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,1
"5f2fc4
",5f2fc6,SY,IT,IT,020,02,"APPEAL
","Appeal, not specified below
",35,38,39.6,16.5167,39.6,16.5167,"http://www.todayszaman.com/world_second-ship-rescue-prompts-eu-pledge-to-fight-traffickers_368817.html
",Syria,"Corigliano Calabro, Calabria, Italy",,1
"17534d 
",175357,SY,IT,IT,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,39.6,16.5167,39.6,16.5167,"http://www.todayszaman.com/world_second-ship-rescue-prompts-eu-pledge-to-fight-traffickers_368817.html
",Syria,"Corigliano Calabro, Calabria, Italy",,1
"5f2fc4
",5f2fc9,EZ,SY,RS,0233,02,"APPEAL
","Appeal for humanitarian aid
",50.0833,14.4667,32.9049,35.8072,60,100,"http://www.praguepost.com/world-news/43622-zeman-criticizes-ukrainian-pm
","Prague, Praha, Hlavníesto, Czech Republic","Golan Heights, Syria (general), Syria",,1
"5f2fc4
",5f2fc9,CH,EZ,RS,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,105,50.0833,14.4667,60,100,"http://www.praguepost.com/world-news/43622-zeman-criticizes-ukrainian-pm
",China,"Prague, Praha, Hlavníesto, Czech Republic",,1
"94c42f
",94c432,EZ,SY,SY,120,12,"REJECT
","Reject, not specified below
",50.0833,14.4667,32.9049,35.8072,32.9049,35.8072,"http://www.praguepost.com/world-news/43622-zeman-criticizes-ukrainian-pm
","Prague, Praha, Hlavníesto, Czech Republic","Golan Heights, Syria (general), Syria",,1
"bf5e75
",bf5e7f,GM,SY,GM,046,04,"CONSULT
","Engage in negotiation
",52.5167,13.4,35,38,52.5167,13.4,"http://www.dw.de/cynical-europe-ghost-ships-and-the-largest-refugee-crisis-since-wwii/a-18169810
","Berlin, Berlin, Germany",Syria,,1
"bf5e75
",bf5e7c,IT,SY,IT,043,04,"CONSULT
","Host a visit
",35.5,12.6,35,38,35.5,12.6,"http://gulfnews.com/news/world/other-world/relief-for-syrian-refugees-as-ghost-ship-ezadeen-docks-in-southern-italy-1.1435856
","Lampedusa, Italy (general), Italy",Syria,,1
