Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Dubplicate Count
"bf5e75
",TU,SY,TU,043,"Host a visit
",36.115,36.2482,35.8143,36.3206,36.115,36.2482,,"Altinozu, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"ff4800
",SY,TU,SY,010,"Make statement, not specified below
",33.5,36.3,39,35,33.5,36.3,,"Damascus, Dimashq, Syria","Anatolia, Turkey (general), Turkey",,
"bf5e75
",SY,TU,TU,190,"Use conventional military force, not specified below
",33.5,36.3,39,35,39,35,,"Damascus, Dimashq, Syria","Anatolia, Turkey (general), Turkey",,
"bf5e75
",SY,TU,SY,192,"Occupy territory
",33.5,36.3,39,35,33.5,36.3,,"Damascus, Dimashq, Syria","Anatolia, Turkey (general), Turkey",,
"17534d 
",TU,SY,TU,073,"Provide humanitarian aid
",39,35,35.8143,36.3206,39,35,,"Anatolia, Turkey (general), Turkey","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,SY,SY,073,"Provide humanitarian aid
",39.9272,32.8644,33.5,36.3,33.5,36.3,,"Ankara, Ankara, Turkey","Damascus, Dimashq, Syria",,
"17534d 
",TU,SY,TU,073,"Provide humanitarian aid
",39.9272,32.8644,33.5,36.3,39.9272,32.8644,,"Ankara, Ankara, Turkey","Damascus, Dimashq, Syria",,
"17534d 
",TU,TU,TU,073,"Provide humanitarian aid
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey",,
"17534d 
",TU,TU,TU,073,"Provide humanitarian aid
",40.0667,41.65,40.0667,41.65,40.0667,41.65,,"Yayladag, Erzurum, Turkey","Yayladag, Erzurum, Turkey",,
"17534d 
",TU,SY,TU,073,"Provide humanitarian aid
",40.0667,41.65,35,38,40.0667,41.65,,"Yayladag, Erzurum, Turkey",Syria,,
"571d14
",SY,SY,SY,172,"Impose administrative sanctions, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"e9c392
",SY,SY,SY,1124,"Accuse of war crimes
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,SY,TU,073,"Provide humanitarian aid
",35.9025,36.0627,35.8143,36.3206,35.9025,36.0627,,"Yayladgi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,TU,TU,073,"Provide humanitarian aid
",35.9025,36.0627,35.9025,36.0627,35.9025,36.0627,,"Yayladgi, Hatay, Turkey","Yayladgi, Hatay, Turkey",,
"17534d 
",SY,SY,SY,075,"Grant asylum
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",SY,TU,SY,075,"Grant asylum
",35.8143,36.3206,35.9025,36.0627,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Yayladagi, Hatay, Turkey",,
"bf5e75
",TU,SY,TU,190,"Use conventional military force, not specified below
",39,35,33.5,36.3,39,35,,Turkey,"Damascus, Dimashq, Syria",,
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35.5148,35.7768,35.5148,35.7768,35.5148,35.7768,,"Latakia, Al Ladhiqiyah, Syria","Latakia, Al Ladhiqiyah, Syria",,
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"5f2fc4
",TU,SY,SY,020,"Appeal, not specified below
",35.9025,36.0627,35,38,35,38,,"Yayladagi, Hatay, Turkey",Syria,,
"5f2fc4
",SY,SY,SY,025,"Appeal to yield
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"5f2fc4
",TU,SY,SY,025,"Appeal to yield
",41.0186,28.9647,35.8143,36.3206,35.8143,36.3206,,"Istanbul, Istanbul, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"5f2fc4
",TU,TU,SY,025,"Appeal to yield
",41.0186,28.9647,41.0186,28.9647,35.8143,36.3206,,"Istanbul, Istanbul, Turkey","Istanbul, Istanbul, Turkey",,
"e9c392
",SY,SY,SY,111,"Criticize or denounce 
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"e9c392
",TU,SY,TU,111,"Criticize or denounce 
",36.2066,36.1572,33.5,36.3,36.2066,36.1572,,"Hatay, Hatay, Turkey","Damascus, Dimashq, Syria",,
"571d14
",CH,CH,CH,170,"Coerce, not specified below 
",35,105,35,105,35,105,,China,China,,
"571d14
",RS,CH,RS,170,"Coerce, not specified below 
",60,100,35,105,60,100,,Russia,China,,
"bf5e75
",TU,SY,SY,190,"Use conventional military force, not specified below
",36.115,36.2482,35,38,35,38,,"Altinozu, Hatay, Turkey",Syria,,
"bf5e75
",SY,SY,TU,190,"Use conventional military force, not specified below
",35.8143,36.3206,35.8143,36.3206,36.2066,36.1572,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"bf5e75
",TU,SY,SY,190,"Use conventional military force, not specified below
",36.2066,36.1572,35.8143,36.3206,35.8143,36.3206,,"Hatay, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"bf5e75
",TU,SY,SY,190,"Use conventional military force, not specified below
",39,35,35.9306,36.6339,35.9306,36.6339,,Turkey,"Idlib, Idlib, Syria",,
"bf5e75
",TU,SY,TU,190,"Use conventional military force, not specified below
",39,35,35.9306,36.6339,39,35,,Turkey,"Idlib, Idlib, Syria",,
"bf5e75
",TU,TU,TU,190,"Use conventional military force, not specified below
",39,35,39,35,39,35,,Turkey,Turkey,,
"144e57
",SY,SY,SY,182,"Physically assault, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"17534d 
",SY,TU,TU,075,"Grant asylum
",35,38,35.9025,36.0627,35.9025,36.0627,,Syria,"Yayladagi, Hatay, Turkey",,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"57144e
",SY,TU,SY,141,"Demonstrate or rally
",35.8143,36.3206,36.2066,36.1572,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Hatay, Hatay, Turkey",,
"bf5e75
",SY,TU,SY,190,"Use conventional military force, not specified below
",35,38,36.115,36.2482,35,38,,Syria,"Altinozu, Hatay, Turkey",,
"c1f827
",SY,SY,SY,084,"Return, release, not specified below
",35,38,35,38,35,38,,Syria,Syria,,
"bf5e75
",TU,TU,TU,042,"Make a visit
",39,35,36.115,36.2482,39,35,,"Anatolia, Turkey (general), Turkey","Altinozu, Hatay, Turkey",,
"c1f827
",SY,,SY,084,"Return, release, not specified below
",35,38,0,0,35,38,,Syria,,,
"bf5e75
",SY,TU,TU,190,"Use conventional military force, not specified below
",35,38,36.2066,36.1572,36.2066,36.1572,,Syria,"Hatay, Hatay, Turkey",,
"5f2fc4
",SY,LE,LE,020,"Appeal, not specified below
",35,38,33.8333,35.8333,33.8333,35.8333,,Syria,Lebanon,,
"c1f827
",SY,SY,TU,080,"Yield, not specified below 
",35.8143,36.3206,35.8143,36.3206,36.2066,36.1572,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"c1f827
",AE,AE,AE,080,"Yield, not specified below 
",24.4667,54.3667,24.4667,54.3667,24.4667,54.3667,,"Abu Dhabi, Abu Z¸aby, United Arab Emirates","Abu Dhabi, Abu Z¸aby, United Arab Emirates",,
"c1f827
",LE,AE,AE,080,"Yield, not specified below 
",33.8719,35.5097,24.4667,54.3667,24.4667,54.3667,,"Beirut, Beyrouth, Lebanon","Abu Dhabi, Abu Z¸aby, United Arab Emirates",,
"c1f827
",SZ,SZ,SZ,080,"Yield, not specified below 
",46.1956,6.14811,46.1956,6.14811,46.1956,6.14811,,"Geneva, Genè, Switzerland","Geneva, Genè, Switzerland",,
"c1f827
",TU,TU,TU,080,"Yield, not specified below 
",38.9071,31.2978,38.9071,31.2978,38.9071,31.2978,,"Guvecci, Afyonkarahisar, Turkey","Guvecci, Afyonkarahisar, Turkey",,
"c1f827
",FR,GM,UK,080,"Yield, not specified below 
",46,2,51,9,54,-2,,France,Germany,,
"c1f827
",SY,TU,SY,0874,"Retreat or surrender militarily
",35.8143,36.3206,39,35,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Anatolia, Turkey (general), Turkey",,
"bf5e75
",SY,SY,SY,192,"Occupy territory
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",SY,SY,SY,192,"Occupy territory
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,,"Idlib, Idlib, Syria","Idlib, Idlib, Syria",,
"bf5e75
",SY,SY,SY,192,"Occupy territory
",35.8645,36.8059,35.8645,36.8059,35.8645,36.8059,,"Saraqib, Idlib, Syria","Saraqib, Idlib, Syria",,
"bf5e75
",SY,TU,TU,192,"Occupy territory
",35.8645,36.8059,35.9969,36.2644,35.9969,36.2644,,"Saraqib, Idlib, Syria","Karbeyaz, Hatay, Turkey",,
"bf5e75
",FR,FR,FR,192,"Occupy territory
",46,2,46,2,46,2,,France,France,,
"bf5e75
",SY,TU,SY,192,"Occupy territory
",35,38,36.2066,36.1572,35,38,,Syria,"Hatay, Hatay, Turkey",,
"ff4800
",TU,TU,TU,010,"Make statement, not specified below
",39,35,35.9025,36.0627,39,35,,"Anatolia, Turkey (general), Turkey","Yayladagi, Hatay, Turkey",,
"ff4800
",TU,TU,TU,010,"Make statement, not specified below
",39,35,35.9025,36.0627,35.9025,36.0627,,"Anatolia, Turkey (general), Turkey","Yayladagi, Hatay, Turkey",,
"ff4800
",FR,FR,FR,010,"Make statement, not specified below
",46,2,46,2,46,2,,France,France,,
"ff4800
",AM,AM,AM,011,"Decline comment
",40.1811,44.5136,40.1811,44.5136,40.1811,44.5136,,"Yerevan, Yerevan*, Armenia","Yerevan, Yerevan*, Armenia",,
"5e75bf
",TU,SY,SY,036,"Express intent to meet or negotiate
",39.9272,32.8644,35,38,35,38,,"Ankara, Ankara, Turkey",Syria,,
"5e75bf
",TU,SY,SY,036,"Express intent to meet or negotiate
",41.0186,28.9647,35,38,35,38,,"Istanbul, Istanbul, Turkey",Syria,,
"17534d 
",TU,SY,SY,075,"Grant asylum
",36.2066,36.1572,35.8143,36.3206,35.8143,36.3206,,"Hatay, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,SY,TU,075,"Grant asylum
",36.2066,36.1572,35.8143,36.3206,36.2066,36.1572,,"Hatay, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,SY,TU,075,"Grant asylum
",35.9025,36.0627,35.8143,36.3206,35.9025,36.0627,,"Yayladagi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"c1f827
",TU,SY,TU,080,"Yield, not specified below 
",39.9272,32.8644,33.5,36.3,39.9272,32.8644,,"Ankara, Ankara, Turkey","Damascus, Dimashq, Syria",,
"c1f827
",TU,SY,SY,080,"Yield, not specified below 
",35.9025,36.0627,35,38,35,38,,"Yayladagi, Hatay, Turkey",Syria,,
"c1f827
",AF,AF,AF,080,"Yield, not specified below 
",33,65,33,65,33,65,,Afghanistan,Afghanistan,,
"c1f827
",SY,TU,SY,080,"Yield, not specified below 
",35,38,35.9025,36.0627,35,38,,Syria,"Yayladagi, Hatay, Turkey",,
"bf5e75
",TU,SY,SY,192,"Occupy territory
",36.2066,36.1572,35.9306,36.6339,35.9306,36.6339,,"Hatay, Hatay, Turkey","Idlib, Idlib, Syria",,
"bf5e75
",AE,AE,AE,192,"Occupy territory
",24.4667,54.3667,24.4667,54.3667,24.4667,54.3667,,"Abu Dhabi, Abu Z¸aby, United Arab Emirates","Abu Dhabi, Abu Z¸aby, United Arab Emirates",,
"5e75bf
",SY,SY,SY,031,"Express intent to engage in material cooperation,  not specified below
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,SY,TU,075,"Grant asylum
",39,35,35.8143,36.3206,39,35,,"Anatolia, Turkey (general), Turkey","Jisr Al-Shughour, Idlib, Syria",,
"c1f827
",TU,SY,SY,080,"Yield, not specified below 
",35.9025,36.0627,35.8143,36.3206,35.8143,36.3206,,"Yayladgi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",SY,TU,SY,073,"Provide humanitarian aid
",35.8143,36.3206,40.0667,41.65,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Yayladag, Erzurum, Turkey",,
"17534d 
",SY,TU,TU,073,"Provide humanitarian aid
",35.8143,36.3206,40.0667,41.65,40.0667,41.65,,"Jisr Al-Shughour, Idlib, Syria","Yayladag, Erzurum, Turkey",,
"bf5e75
",TU,TU,TU,043,"Host a visit
",36.115,36.2482,39,35,39,35,,"Altinozu, Hatay, Turkey","Anatolia, Turkey (general), Turkey",,
"17534d 
",HR,HR,HR,075,"Grant asylum
",45.8,16,45.8,16,45.8,16,,"Zagreb, Zagreb, Grad, Croatia","Zagreb, Zagreb, Grad, Croatia",,
"17534d 
",HR,TU,HR,075,"Grant asylum
",45.8,16,39,35,45.8,16,,"Zagreb, Zagreb, Grad, Croatia",Turkey,,
"ff4800
",IZ,IZ,IZ,013,"Make optimistic comment
",33.3386,44.3939,33.3386,44.3939,33.3386,44.3939,,"Baghdad, Baghdad, Iraq","Baghdad, Baghdad, Iraq",,
"ff4800
",UK,SY,TU,012,"Make pessimistic comment
",51.5,-0.116667,35,38,39,35,,"London, London, City of, United Kingdom",Syria,,
"ff4800
",TU,SY,TU,012,"Make pessimistic comment
",39,35,35,38,39,35,,"Anatolia, Turkey (general), Turkey",Syria,,
"571d21
",SY,SY,SY,060,"Engage in material cooperation, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"571d21
",LE,SY,LE,060,"Engage in material cooperation, not specified below
",33.8719,35.5097,33.5,36.3,33.8719,35.5097,,"Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,
"e9c392
",LE,LE,LE,112,"Accuse, not specified below
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,,Lebanon,Lebanon,,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",33.27,35.7697,33.27,35.7697,33.27,35.7697,,"Majdal Shams, Al Qunaytirah, Syria","Majdal Shams, Al Qunaytirah, Syria",,
"571d14
",CH,SY,SY,170,"Coerce, not specified below 
",35,105,35,38,35,38,,China,Syria,,
"bf5e75
",SY,SY,SY,190,"Use conventional military force, not specified below
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"bf5e75
",SY,SY,SY,193,"Fight with small arms and light weapons
",35,38,35,38,35,38,,Syria,Syria,,
"bf5e75
",TU,SY,TU,190,"Use conventional military force, not specified below
",36.2066,36.1572,35.8143,36.3206,36.2066,36.1572,,"Hatay, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"57144e
",TU,SY,SY,141,"Demonstrate or rally
",39,35,35.8143,36.3206,35.8143,36.3206,,Turkey,"Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",SY,SY,SY,075,"Grant asylum
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al Shughour, Idlib, Syria","Jisr Al Shughour, Idlib, Syria",,
"17534d 
",TU,SY,SY,075,"Grant asylum
",39,35,35.8143,36.3206,35.8143,36.3206,,Turkey,"Jisr Al Shughour, Idlib, Syria",,
"571d14
",IS,IS,IS,051,"Praise or endorse
",32.0333,34.75,32.0333,34.75,32.0333,34.75,,"Jaffa, Tel Aviv, Israel","Jaffa, Tel Aviv, Israel",,
"5f2fc4
",SY,SY,IR,020,"Appeal, not specified below
",35.8143,36.3206,35.8143,36.3206,32,53,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"5f2fc4
",SY,IR,SY,020,"Appeal, not specified below
",35.8143,36.3206,32,53,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria",Iran,,
"c03624
",SY,SY,SY,090,"Investigate, not specified below
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al Shughour, Idlib, Syria","Jisr Al Shughour, Idlib, Syria",,
"c03624
",SY,TU,TU,090,"Investigate, not specified below
",35.8143,36.3206,39,35,39,35,,"Jisr Al Shughour, Idlib, Syria",Turkey,,
"bf5e75
",TU,TU,TU,193,"Fight with small arms and light weapons
",37.9856,38.3251,37.9856,38.3251,37.9856,38.3251,,"Recep, Adiyaman, Turkey","Recep, Adiyaman, Turkey",,
"bf5e75
",TU,TU,TU,040,"Consult, not specified below
",39,35,39,35,39,35,,Turkey,Turkey,,
"17534d 
",SY,SY,TU,075,"Grant asylum
",35.8143,36.3206,35.8143,36.3206,36.2066,36.1572,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"17534d 
",TU,TU,TU,075,"Grant asylum
",36.2066,36.1572,36.2066,36.1572,36.2066,36.1572,,"Hatay, Hatay, Turkey","Hatay, Hatay, Turkey",,
"144e57
",SY,SY,SY,182,"Physically assault, not specified below
",33.5495,36.3419,33.5495,36.3419,33.5495,36.3419,,"Qaboun, Dimashq, Syria","Qaboun, Dimashq, Syria",,
"144e57
",SY,SY,SY,182,"Physically assault, not specified below
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,,"Idlib, Idlib, Syria","Idlib, Idlib, Syria",,
"bf5e75
",SY,TU,TU,190,"Use conventional military force, not specified below
",35.8143,36.3206,35.9025,36.0627,35.9025,36.0627,,"Jisr Al-Shughour, Idlib, Syria","Yayladagi, Hatay, Turkey",,
"bf5e75
",TU,SY,SY,190,"Use conventional military force, not specified below
",39,35,35.8143,36.3206,35.8143,36.3206,,"Anatolia, Turkey (general), Turkey","Jisr Al-Shughour, Idlib, Syria",,
"bf5e75
",TU,SY,TU,190,"Use conventional military force, not specified below
",39,35,35.8143,36.3206,39,35,,"Anatolia, Turkey (general), Turkey","Jisr Al-Shughour, Idlib, Syria",,
"bf5e75
",TU,TU,TU,190,"Use conventional military force, not specified below
",39,35,39,35,39,35,,"Anatolia, Turkey (general), Turkey","Anatolia, Turkey (general), Turkey",,
"bf5e75
",TU,SY,TU,190,"Use conventional military force, not specified below
",35.9025,36.0627,35.8143,36.3206,35.9025,36.0627,,"Yayladagi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",,
"bf5e75
",TU,TU,TU,190,"Use conventional military force, not specified below
",35.9025,36.0627,35.9025,36.0627,35.9025,36.0627,,"Yayladagi, Hatay, Turkey","Yayladagi, Hatay, Turkey",,
"bf5e75
",TU,SY,SY,190,"Use conventional military force, not specified below
",39,35,35.8143,36.3206,35.8143,36.3206,,Turkey,"Jisr Al-Shughour, Idlib, Syria",,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",35,38,35,38,35,38,,Syria,Syria,,
"571d14
",SY,SY,SY,170,"Coerce, not specified below 
",35,38,35,38,35,38,,Syria,Syria,,
"5f2fc4
",SY,TU,SY,020,"Appeal, not specified below
",35.8143,36.3206,35.9025,36.0627,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Yayladagi, Hatay, Turkey",,
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35.8143,36.3206,35.8143,36.3206,35.8143,36.3206,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",33.5495,36.3419,33.5495,36.3419,33.5495,36.3419,,"Qaboun, Dimashq, Syria","Qaboun, Dimashq, Syria",,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,,"Idlib, Idlib, Syria","Idlib, Idlib, Syria",,
"c1f827
",SY,TU,TU,080,"Yield, not specified below 
",35.8143,36.3206,35.9025,36.0627,35.9025,36.0627,,"Jisr Al-Shughour, Idlib, Syria","Yayladagi, Hatay, Turkey",,
"e9c392
",SY,SY,TU,1123,"Accuse of aggression
",35.8143,36.3206,35.8143,36.3206,39,35,,"Jisr Al-Shughour, Idlib, Syria","Jisr Al-Shughour, Idlib, Syria",,
