Event_COLOR_CODE,Event_COLOR_ROOT_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,RootEventCode,MainReason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword
"bf5e75
",bf5e79,SY,SY,JO,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,31.95,35.9333,"http://petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=156902&CatID=-1
",Syria,Syria,
"bf5e75
",bf5e7c,JO,SY,JO,043,04,"CONSULT
","Host a visit
",31,36,35,38,31,36,"http://www.menafn.com/1093873475/Jordan-King-urges-inclusive-political-process-in-Iraq&src=RSS
",Jordan,Syria,
"bf5e75
",bf5e7c,JO,SY,SY,043,04,"CONSULT
","Host a visit
",31,36,35,38,35,38,"http://www.menafn.com/1093873475/Jordan-King-urges-inclusive-political-process-in-Iraq&src=RSS
",Jordan,Syria,
"571d14
",571d1a,JO,JO,JO,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",31.95,35.9333,31.95,35.9333,31.95,35.9333,"http://petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=156902&CatID=-1
","Amman, (JO11), Jordan","Amman, (JO11), Jordan",
"571d14
",571d1a,JO,SY,JO,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",31.95,35.9333,35,38,31.95,35.9333,"http://petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=156902&CatID=-1
","Amman, (JO11), Jordan",Syria,
"571d14
",571d1a,JO,JO,JO,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",31,36,31,36,31,36,"http://en.ammonnews.net/article.aspx?articleno=25871
",Jordan,Jordan,
"571d14
",571d1a,JO,SY,JO,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",31,36,35,38,31,36,"http://en.ammonnews.net/article.aspx?articleno=25871
",Jordan,Syria,
"5e75bf
",5e75c2,LE,SY,SY,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",33.8333,36,33.2707,35.6232,33.2707,35.6232,"http://www.albawaba.com/news/un-lebanon-army-587357
","Bekaa Valley, Béa, Lebanon","Ghajar, Al Qunaytirah, Syria",
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8719,35.5097,33.5,36.3,33.8719,35.5097,"http://www.lse.co.uk/AllNews.asp?code=33ncpn3p&headline=Amnesty_criticizes_Lebanon_for_blocking_Palestinians_fleeing_Syria
","Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"17534d 
",175359,SY,LE,LE,075,07,"PROVIDE AID
","Grant asylum
",33.5,36.3,33.8719,35.5097,33.8719,35.5097,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e80,LE,SY,SY,191,19,"FIGHT
","Impose blockade, restrict movement 
",33.8719,35.5097,35,38,35,38,"http://yalibnan.com/2014/07/01/like-jordan-turkey-lebanon-restricting-entry-palestinians-syria/
","Beirut, Beyrouth, Lebanon",Syria,
"bf5e75
",bf5e80,IS,LE,LE,191,19,"FIGHT
","Impose blockade, restrict movement 
",31.5,34.75,33.8719,35.5097,33.8719,35.5097,"http://yalibnan.com/2014/07/01/like-jordan-turkey-lebanon-restricting-entry-palestinians-syria/
",Israel,"Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e80,SY,LE,LE,191,19,"FIGHT
","Impose blockade, restrict movement 
",35,38,33.8719,35.5097,33.8719,35.5097,"http://www.amnesty.org/en/news/families-ripped-apart-palestinian-refugees-syria-denied-entry-lebanon-2014-07-01&c=4BmDM3uFbKVCDQlIirm39DPxGJnCyggxN2cqfgTMSiw&mkt=en-us
",Syria,"Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",33.8719,35.5097,33.5,36.3,33.5,36.3,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",34.1794,36.4208,33.5,36.3,33.5,36.3,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Arsal, Mohafazat Baalbek-Hermel, Lebanon","Damascus, Dimashq, Syria",
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",34.1794,36.4208,33.5,36.3,34.1794,36.4208,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Arsal, Mohafazat Baalbek-Hermel, Lebanon","Damascus, Dimashq, Syria",
"ff4800
",ff4801,IS,SY,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",31.5,34.75,33.5,36.3,33.8719,35.5097,"http://www.lse.co.uk/AllNews.asp?code=33ncpn3p&headline=Amnesty_criticizes_Lebanon_for_blocking_Palestinians_fleeing_Syria
",Israel,"Damascus, Dimashq, Syria",
"e9c392
",e9c394,IS,SY,SY,110,11,"DISAPPROVE
","Disapprove, not specified below
",31.5,34.75,35,38,35,38,"http://yalibnan.com/2014/07/01/like-jordan-turkey-lebanon-restricting-entry-palestinians-syria/
",Israel,Syria,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.7,35.9667,31.5,34.75,33.7,35.9667,"http://www.middleeasteye.net/news/amnesty-international-lebanon-barring-palestinian-refugees/1573961928
","Masnaa, Rif Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.7,35.9667,31.5,34.75,31.5,34.75,"http://www.middleeasteye.net/news/amnesty-international-lebanon-barring-palestinian-refugees/1573961928
","Masnaa, Rif Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,31.5,34.75,33.5,36.3,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-02/262322-palestinians-in-syria-barred-from-flying-to-lebanon.ashx
","Damascus, Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,31.5,34.75,31.5,34.75,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-02/262322-palestinians-in-syria-barred-from-flying-to-lebanon.ashx
","Damascus, Dimashq, Syria",Israel,
"17534d 
",175357,IS,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-02/262322-palestinians-in-syria-barred-from-flying-to-lebanon.ashx
",Israel,Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,31.5,34.75,"http://yalibnan.com/2014/07/01/like-jordan-turkey-lebanon-restricting-entry-palestinians-syria/
",Syria,Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,35,38,"http://www.worldbulletin.net/news/139788/lebanon-barring-palestinian-refugees-claims-amnesty
",Syria,Israel,
"571d14
",571d1f,IS,IS,IS,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",31.5,34.75,31.5,34.75,31.5,34.75,"http://en.cihan.com.tr/news/Cihan-News-Agency-Diary_1784-CHMTQ5MTc4NC80
",Israel,Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.7,35.9667,31.5,34.75,33.7,35.9667,"http://www.middleeasteye.net/news/amnesty-international-lebanon-barring-palestinian-refugees/1573961928
","Masnaa, Rif Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,31.5,34.75,31.5,34.75,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-02/262322-palestinians-in-syria-barred-from-flying-to-lebanon.ashx
","Damascus, Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,31.5,34.75,"http://yalibnan.com/2014/07/01/like-jordan-turkey-lebanon-restricting-entry-palestinians-syria/
",Syria,Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,35,38,"http://www.worldbulletin.net/news/139788/lebanon-barring-palestinian-refugees-claims-amnesty
",Syria,Israel,
"571d14
",571d1f,IS,IS,IS,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",31.5,34.75,31.5,34.75,31.5,34.75,"http://en.cihan.com.tr/news/Cihan-News-Agency-Diary_1784-CHMTQ5MTc4NC80
",Israel,Israel,
"5f2fc4
",5f2fc6,SY,SY,JO,020,02,"APPEAL
","Appeal, not specified below
",35,38,35,38,31,36,"http://reliefweb.int/report/syrian-arab-republic/dfid-should-continue-prioritise-humanitarian-spending-middle-east-and
",Syria,Syria,
"17534d 
",175359,SY,SY,JO,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,31,36,"http://reliefweb.int/report/syrian-arab-republic/dfid-should-continue-prioritise-humanitarian-spending-middle-east-and
",Syria,Syria,
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/dfid-should-continue-prioritise-humanitarian-spending-middle-east-and
",Syria,Syria,
"bf5e75
",bf5e79,SY,JO,JO,040,04,"CONSULT
","Consult, not specified below
",35,38,31.95,35.9333,31.95,35.9333,"http://www.spa.gov.sa/viewphotonews.php?id=1249701&pic=
",Syria,"Amman, (JO11), Jordan",
"bf5e75
",bf5e79,SY,JO,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,31.95,35.9333,35,38,"http://petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=156902&CatID=-1
",Syria,"Amman, (JO11), Jordan",
"bf5e75
",bf5e79,SY,SY,JO,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,31.95,35.9333,"http://petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=156902&CatID=-1
",Syria,Syria,
"bf5e75
",bf5e7b,SY,JO,JO,042,04,"CONSULT
","Make a visit
",35,38,31,36,31,36,"http://www.menafn.com/1093873475/Jordan-King-urges-inclusive-political-process-in-Iraq&src=RSS
",Syria,Jordan,
"bf5e75
",bf5e7b,SY,JO,SY,042,04,"CONSULT
","Make a visit
",35,38,31,36,35,38,"http://www.menafn.com/1093873475/Jordan-King-urges-inclusive-political-process-in-Iraq&src=RSS
",Syria,Jordan,
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8719,35.5097,33.8719,35.5097,"http://www.lse.co.uk/AllNews.asp?code=33ncpn3p&headline=Amnesty_criticizes_Lebanon_for_blocking_Palestinians_fleeing_Syria
","Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,34.1794,36.4208,33.5,36.3,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Damascus, Dimashq, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",33.5,36.3,34.1794,36.4208,34.1794,36.4208,"http://www.gulf-times.com/qatar/178/details/398735/qc-water-project-offers-lifeline-to-syrian-refugees-in-lebanon
","Damascus, Dimashq, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",
"c1f827
",c1f82f,SY,SY,SY,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,33.5,36.3,33.5,36.3,"http://reliefweb.int/report/syrian-arab-republic/doing-math-damascus
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",33.4881,36.3408,33.4881,36.3408,33.4881,36.3408,"http://reliefweb.int/report/syrian-arab-republic/doing-math-damascus
","Jaramana, Dimashq, Syria","Jaramana, Dimashq, Syria",
"17534d 
",175359,TU,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",39.9272,32.8644,35,38,35,38,"http://www.hurriyetdailynews.com/syrian-refugees-forcedly-evicted-after-being-attacked-by-locals.aspx?pageID=238&nid=68558&NewsCatID=341
","Ankara, Ankara, Turkey",Syria,
"571d21
",571d27,IS,SY,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",31.4167,34.3333,32.9049,35.8072,32.9049,35.8072,"http://www.jewishpress.com/news/netanyahu-meets-israeli-volunteers-praises-efforts-to-aid-syrian-refugees/2014/07/02/
","Gaza, Israel (general), Israel","Golan Heights, Syria (general), Syria",
"17534d 
",175357,IS,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.menafn.com/1093874173/UNRWA-unable-to-deliver-aid-to-besieged-Palestinian-refugees-in-Syria-for-month
",Israel,Israel,
"bf5e75
",bf5e7c,JO,JO,JO,043,04,"CONSULT
","Host a visit
",31.95,35.9333,31.95,35.9333,31.95,35.9333,"http://www.petra.gov.jo/Public_News/Nws_NewsDetails.aspx?lang=2&site_id=1&NewsID=156837&CatID=13
","Amman, (JO11), Jordan","Amman, (JO11), Jordan",
"e9c392
",e9c394,SY,SY,SY,110,11,"DISAPPROVE
","Disapprove, not specified below
",35,38,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/adapt-survive-and-thrive-unrwa-responds-syria-crisis
",Syria,Syria,
"17534d 
",175357,IS,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.menafn.com/1093874173/UNRWA-unable-to-deliver-aid-to-besieged-Palestinian-refugees-in-Syria-for-month
",Israel,Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,31.5,34.75,33.5,36.3,"https://www.zawya.com/story/Palestinians_in_Syria_barred_from_flying_to_Lebanon-DS02072014_dsart*262322/
","Damascus, Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,31.5,34.75,31.5,34.75,"https://www.zawya.com/story/Palestinians_in_Syria_barred_from_flying_to_Lebanon-DS02072014_dsart*262322/
","Damascus, Dimashq, Syria",Israel,
"17534d 
",175357,IS,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.5,34.75,31.5,34.75,31.5,34.75,"https://www.zawya.com/story/Palestinians_in_Syria_barred_from_flying_to_Lebanon-DS02072014_dsart*262322/
",Israel,Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,31.5,34.75,"http://www.worldbulletin.net/world/139788/lebanon-barring-palestinian-refugees-claims-amnesty
",Syria,Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,35,38,"http://www.worldbulletin.net/world/139788/lebanon-barring-palestinian-refugees-claims-amnesty
",Syria,Israel,
"571d14
",571d1f,IS,IS,IS,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",31.5,34.75,31.5,34.75,31.5,34.75,"http://en.cihan.com.tr/news/Cihan-News-Agency-Diary_6300-CHMTQ4NjMwMC8kbmV3c01hcFZhbHVlLntjYXRlZ29yeS5pZH0=
",Israel,Israel,
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,31.5,34.75,31.5,34.75,"https://www.zawya.com/story/Palestinians_in_Syria_barred_from_flying_to_Lebanon-DS02072014_dsart*262322/
","Damascus, Dimashq, Syria",Israel,
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.5,34.75,35,38,"http://www.worldbulletin.net/world/139788/lebanon-barring-palestinian-refugees-claims-amnesty
",Syria,Israel,
"571d14
",571d1f,IS,IS,IS,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",31.5,34.75,31.5,34.75,31.5,34.75,"http://en.cihan.com.tr/news/Cihan-News-Agency-Diary_6300-CHMTQ4NjMwMC8kbmV3c01hcFZhbHVlLntjYXRlZ29yeS5pZH0=
",Israel,Israel,
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-02/262387-fm-summons-envoys-on-refugees.ashx
",Syria,Syria,
"17534d 
",175357,SY,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,35,38,35,38,"http://reliefweb.int/report/lebanon/verification-exercise-preliminary-result-march-2014
",Syria,Syria,
"bf5e75
",bf5e76,TU,TU,TU,100,10,"DEMAND
","Demand, not specified below
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,"http://www.hurriyetdailynews.com/syrian-refugees-forcedly-evicted-after-being-attacked-by-locals.aspx?pageID=238&nid=68558&NewsCatID=341
","Ankara, Ankara, Turkey","Ankara, Ankara, Turkey",
"bf5e75
",bf5e7b,SY,JO,JO,042,04,"CONSULT
","Make a visit
",35,38,31.95,35.9333,31.95,35.9333,"http://www.petra.gov.jo/Public_News/Nws_NewsDetails.aspx?lang=2&site_id=1&NewsID=156837&CatID=13
",Syria,"Amman, (JO11), Jordan",
"bf5e75
",bf5e7b,SY,JO,SY,042,04,"CONSULT
","Make a visit
",35,38,31.95,35.9333,35,38,"http://www.petra.gov.jo/Public_News/Nws_NewsDetails.aspx?lang=2&site_id=1&NewsID=156837&CatID=13
",Syria,"Amman, (JO11), Jordan",
"571d14
",571d20,TU,TU,TU,174,17,"COERCE
","Expel or deport individuals
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,"http://www.hurriyetdailynews.com/syrian-refugees-forcedly-evicted-after-being-attacked-by-locals.aspx?pageID=238&nid=68558&NewsCatID=341
","Ankara, Ankara, Turkey","Ankara, Ankara, Turkey",
"17534d 
",175359,TU,SY,TU,075,07,"PROVIDE AID
","Grant asylum
",37.0594,37.3825,35,38,37.0594,37.3825,"http://www.hurriyetdailynews.com/syrian-refugees-forcedly-evicted-after-being-attacked-by-locals.aspx?pageID=238&nid=68558&NewsCatID=341
","Gaziantep, Gaziantep, Turkey",Syria,
"bf5e75
",bf5e79,IS,SY,IS,040,04,"CONSULT
","Consult, not specified below
",32.0667,34.7667,33.5,36.3,32.0667,34.7667,"http://www.jpost.com/Middle-East/Jewish-family-escapes-from-Syria-arrives-safely-in-Israel-361361
","Tel Aviv, Tel Aviv, Israel","Damascus, Dimashq, Syria",
"571d21
",571d27,IS,SY,US,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",32.0667,34.7667,33.5,36.3,38,-97,"http://www.jpost.com/Middle-East/Jewish-family-escapes-from-Syria-arrives-safely-in-Israel-361361
","Tel Aviv, Tel Aviv, Israel","Damascus, Dimashq, Syria",
"571d21
",571d27,IS,SY,US,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",31.7667,35.2333,33.5,36.3,40.5773,-77.264,"http://elderofziyon.blogspot.com/2014/07/0703-link-pt1-gordis-because-they-were.html
","Jerusalem, Israel (general), Israel","Damascus, Dimashq, Syria",
"17534d 
",175357,IS,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.menafn.com/1093874173/UNRWA-unable-to-deliver-aid-to-besieged-Palestinian-refugees-in-Syria-for-month&src=RSS
",Israel,Israel,
"bf5e75
",bf5e7c,JO,SY,JO,043,04,"CONSULT
","Host a visit
",31,36,35,38,31,36,"http://al-shorfa.com/en_GB/articles/meii/newsbriefs/2014/07/03/newsbrief-08
",Jordan,Syria,
"ff4800
",ff4803,SY,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",35,38,35,38,35,38,"http://www.canada.com/health/Syrian+refugee+crisis+could+pose+security+threat+Lebanon+refugee+chief/9996651/story.html
",Syria,Syria,
"5f2fc4
",5f2fc9,LE,LE,LE,023,02,"APPEAL
","Appeal for aid, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,"http://www.globalpost.com/dispatch/news/xinhua-news-agency/140703/lebanon-urges-global-aid-cope-syrian-refugee-crisis
","Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",
"5f2fc4
",5f2fc9,LE,SY,LE,023,02,"APPEAL
","Appeal for aid, not specified below
",33.8719,35.5097,35,38,33.8719,35.5097,"http://www.globalpost.com/dispatch/news/xinhua-news-agency/140703/lebanon-urges-global-aid-cope-syrian-refugee-crisis
","Beirut, Beyrouth, Lebanon",Syria,
"5e75bf
",5e75c2,LE,SY,SY,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",33.8333,36,33.2707,35.6232,33.2707,35.6232,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-01/262200-ban-praises-lebanese-army-highlights-risks-posed-to-country.ashx
","Bekaa Valley, Béa, Lebanon","Ghajar, Al Qunaytirah, Syria",
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8719,35.5097,35,38,33.8719,35.5097,"http://www.ibtimes.co.uk/syrian-refugees-by-million-bringing-lebanon-brink-economic-collapse-1455238
","Beirut, Beyrouth, Lebanon",Syria,
"bf5e75
",bf5e7c,LE,LE,LE,043,04,"CONSULT
","Host a visit
",33.8961,35.5008,33.8961,35.5008,33.8961,35.5008,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-04/262612-syrians-to-constitute-third-of-lebanese-population.ashx
","Grand Serail, Beyrouth, Lebanon","Grand Serail, Beyrouth, Lebanon",
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8961,35.5008,35,38,33.8961,35.5008,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jul-04/262612-syrians-to-constitute-third-of-lebanese-population.ashx
","Grand Serail, Beyrouth, Lebanon",Syria,
"17534d 
",175355,LE,TU,SY,071,07,"PROVIDE AID
","Provide economic aid
",33.8719,35.5097,39,35,35,38,"http://www.themalaymailonline.com/world/article/syria-refugees-set-to-exceed-a-third-of-lebanons-population
","Beirut, Beyrouth, Lebanon",Turkey,
"ff4800
",ff4806,LE,SY,LE,015,01,"MAKE PUBLIC STATEMENT
","Acknowledge or claim responsibility
",33.8333,35.8333,35,38,33.8333,35.8333,"http://carnegieeurope.eu/2014/07/02/eu-foreign-policy-in-arab-world-three-bad-examples/hf3l
",Lebanon,Syria,
"ff4800
",ff4806,LE,SY,SY,015,01,"MAKE PUBLIC STATEMENT
","Acknowledge or claim responsibility
",33.8333,35.8333,35,38,35,38,"http://carnegieeurope.eu/2014/07/02/eu-foreign-policy-in-arab-world-three-bad-examples/hf3l
",Lebanon,Syria,
"571d14
",571d19,SY,SY,SY,050,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Engage in diplomatic cooperation, not specified below
",35,38,35,38,35,38,"http://www.unmultimedia.org/radio/english/2014/07/syrian-refugees-face-grave-risks-as-funding-drys-up/
",Syria,Syria,
