Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword
"17534d 
",SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.trust.org/item/20140902221010-3fbdn/,Syria,Syria,"refugee,refugee,agency,refugee,arrive,arrive,humanitarian,help,regional,refugee,refugee,Syria,refugee,humanitarian,suffering,refugee,help,refugee,humanitarian,"
"17534d 
",EG,SY,SY,075,"Grant asylum
",27,30,35,38,35,38,http://www.walesonline.co.uk/news/news-opinion/nato-leaders-under-pressure-increase-7705810,Egypt,Syria,"border,aid,aid,help,funding,help,"
"17534d 
",SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.walesonline.co.uk/news/news-opinion/nato-leaders-under-pressure-increase-7705810,Syria,Syria,"border,aid,aid,help,funding,help,"
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://www.walesonline.co.uk/news/news-opinion/nato-leaders-under-pressure-increase-7705810,Syria,Syria,"border,aid,aid,help,funding,help,"
"17534d 
",SY,SY,SY,071,"Provide economic aid
",35,38,35,38,35,38,http://www.huffingtonpost.com/bill-frelick/us-to-syrian-refugees-wel_b_5754422.html,Syria,Syria,"conflict,help,asylum,humanitarian,refugee,refugee,donors,donors,Syria,aid,Syria,funding,Syria,Refugees,"
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://www.zawya.com/story/Jordan_is_in_need_of_USD45bn_to_address_influx_of_Syrian_refugees_minister-ZAWYA20140902063051/,Syria,Syria,"aid,billion,billion,help,humanitarian,aid,"
"5f2fc4
",JO,SY,JO,020,"Appeal, not specified below
",31,36,35,38,31,36,http://www.zawya.com/story/Jordan_is_in_need_of_USD45bn_to_address_influx_of_Syrian_refugees_minister-ZAWYA20140902063051/,Jordan,Syria,"aid,billion,billion,help,humanitarian,aid,"
"e9c392
",LE,SY,LE,111,"Criticize or denounce 
",34.1794,36.4208,35,38,34.1794,36.4208,http://www.naharnet.com/stories/en/145777-hrw-says-alleged-beheading-of-sayyed-war-crime,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",Syria,"border,town,"
"e9c392
",LE,SY,SY,111,"Criticize or denounce 
",34.1794,36.4208,35,38,35,38,http://www.naharnet.com/stories/en/145777-hrw-says-alleged-beheading-of-sayyed-war-crime,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",Syria,"border,town,"
"e9c392
",SY,LE,LE,111,"Criticize or denounce 
",35,38,34.1794,36.4208,34.1794,36.4208,http://www.naharnet.com/stories/en/145777-hrw-says-alleged-beheading-of-sayyed-war-crime,Syria,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","border,town,"
"5f2fc4
",SY,CA,SY,020,"Appeal, not specified below
",35.95,39.0167,60,-95,35.95,39.0167,http://www.brockpress.com/2014/09/un-declares-syrian-refugee-crisis-humanitarian-disaster-numbers-top-3-million/,"Raqqa, Ar Raqqah, Syria",Canada,"refugee,refugee,agency,agency,Syria,humanitarian,refugee,agency,refugee,agency,Syria,Syria,humanitarian,aid,refugee,refugee,border,border,Syria,aid,refugee,"
"5f2fc4
",SY,SY,SY,020,"Appeal, not specified below
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.brockpress.com/2014/09/un-declares-syrian-refugee-crisis-humanitarian-disaster-numbers-top-3-million/,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","refugee,refugee,agency,agency,Syria,humanitarian,refugee,agency,refugee,agency,Syria,Syria,humanitarian,aid,refugee,refugee,border,border,Syria,aid,refugee,"
"5f2fc4
",SY,SY,SY,026,"Appeal to others to meet or negotiate
",33.1259,35.8246,33.1259,35.8246,33.1259,35.8246,http://www.mideasttime.com/united-nations-over-4-1-million-syrians-receive-food-aid/207946/,"Quneitra, Al Qunaytirah, Syria","Quneitra, Al Qunaytirah, Syria","Syria,regional,aid,border,aid,border,humanitarian,aid,"
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://www.huffingtonpost.com/bill-frelick/us-to-syrian-refugees-wel_b_5754422.html,Syria,Syria,"conflict,help,asylum,humanitarian,refugee,refugee,donors,donors,Syria,aid,Syria,funding,Syria,Refugees,"
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.theguardian.com/world/2014/sep/02/steven-sotloff-isis-beheading-remembered,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","Syria,police,Syria,"
"ff4800
",SY,SY,US,010,"Make statement, not specified below
",36.2028,37.1586,36.2028,37.1586,25.7743,-80.1937,http://www.theguardian.com/world/2014/sep/02/steven-sotloff-isis-beheading-remembered,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","Syria,police,Syria,"
"e9c392
",LE,LE,LE,111,"Criticize or denounce 
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://www.naharnet.com/stories/en/145777-hrw-says-alleged-beheading-of-sayyed-war-crime,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon","border,town,"
"e9c392
",SY,SY,LE,111,"Criticize or denounce 
",35,38,35,38,34.1794,36.4208,http://www.naharnet.com/stories/en/145777-hrw-says-alleged-beheading-of-sayyed-war-crime,Syria,Syria,"border,town,"
"571d14
",UP,SY,SY,051,"Praise or endorse
",50.4333,30.5167,35,38,35,38,http://article.wn.com/view/2014/09/02/Rights_group_slams_Thai_detention_of_child_migrants_and_refu_ev/,"Kiev, Ukraine (general), Ukraine",Syria,"asylum,seekers,police,asylum,seekers,facilities,asylum,seekers,asylum,seekers,"
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://article.wn.com/view/2014/09/02/Rights_group_slams_Thai_detention_of_child_migrants_and_refu_ev/,Syria,Syria,"asylum,seekers,police,asylum,seekers,facilities,asylum,seekers,asylum,seekers,"
"c1f827
",SY,IT,IT,0874,"Retreat or surrender militarily
",35,38,45.55,11.55,45.55,11.55,http://www.gazzettadelsud.it/news/106688/Germany-arrests-Italian-cabbies-for--migrant-trafficking-.html,Syria,"Vicenza, Veneto, Italy","border,"
"571d14
",SY,IT,IT,173,"Arrest, detain, or charge with legal action 
",35,38,45.55,11.55,45.55,11.55,http://www.gazzettadelsud.it/news/106688/Germany-arrests-Italian-cabbies-for--migrant-trafficking-.html,Syria,"Vicenza, Veneto, Italy","border,"
"17534d 
",SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.trust.org/item/20140902221010-3fbdn/,Syria,Syria,"refugee,refugee,agency,refugee,arrive,arrive,humanitarian,help,regional,refugee,refugee,Syria,refugee,humanitarian,suffering,refugee,help,refugee,humanitarian,"
"17534d 
",SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.trust.org/item/20140902221010-3fbdn/?source=fiTheWire&c=C3bwKCYLNDxOUR_tIgy2U8_a61dgt3889KjJHyKYIfI&mkt=en-us,Syria,Syria,"refugee,refugee,agency,refugee,arrive,arrive,humanitarian,help,regional,refugee,refugee,Syria,refugee,humanitarian,suffering,refugee,help,refugee,humanitarian,"
"c1f827
",WE,IS,EG,080,"Yield, not specified below 
",31.9026,35.1955,31.4167,34.3333,27,30,http://www.timesofisrael.com/abbas-rejects-egyptian-offer-to-settle-refugees-in-sinai/,"Ramallah, West Bank (general), West Bank","Gaza, Israel (general), Israel","refugee,agency,Syria,"
"c1f827
",IS,SY,SY,080,"Yield, not specified below 
",31.4167,34.3333,35,38,35,38,http://www.timesofisrael.com/abbas-rejects-egyptian-offer-to-settle-refugees-in-sinai/,"Gaza, Israel (general), Israel",Syria,"refugee,agency,Syria,"
"bf5e75
",SY,SY,SY,043,"Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.worldpoliticsreview.com/trend-lines/14030/u-s-policy-in-syria-complicates-jordan-s-response-to-islamic-state-threat,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,regional,help,aid,"
"bf5e75
",JO,SY,SY,043,"Host a visit
",31.95,35.9333,33.5,36.3,33.5,36.3,http://www.worldpoliticsreview.com/trend-lines/14030/u-s-policy-in-syria-complicates-jordan-s-response-to-islamic-state-threat,"Amman, (JO11), Jordan","Damascus, Dimashq, Syria","Syria,regional,help,aid,"
"5e75bf
",LE,SY,SY,031,"Express intent to engage in material cooperation,  not specified below
",33.8719,35.5097,35,38,35,38,http://reliefweb.int/report/lebanon/caritas-providing-help-syrian-and-iraqi-refugees-lebanon,"Beirut, Beyrouth, Lebanon",Syria,"activities,help,Syria,refugee,funding,help,funding,donors,refugee,help,help,arrive,"
"bf5e75
",SY,SY,SY,042,"Make a visit
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://reliefweb.int/report/syrian-arab-republic/urban-area-humanitarian-profile-ar-raqqa-syria-crisis-food-health-and,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria","humanitarian,conflict,aid,"
"94c42f
",SY,SY,SY,120,"Reject, not specified below
",35,38,35,38,35,38,http://www.albawaba.com/editorchoice/syrian-refugees-600990,Syria,Syria,"refugee,Syria,others,others,Syria,refugee,donors,"
"c1f827
",SY,GZ,GZ,0841,"Return, release person(s)
",35,38,31.5119,34.4411,31.5119,34.4411,http://reliefweb.int/report/occupied-palestinian-territory/back-school-unrwa-education-touched-conflict,Syria,"Unrwa, Gaza Strip (general), Gaza Strip","refugee,Syria,refugee,Syria,conflict,conflict,Syria,help,conflict,conflict,Syria,agency,established,help,infrastructure,activities,"
"bf5e75
",SY,SY,SY,043,"Host a visit
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://reliefweb.int/report/syrian-arab-republic/urban-area-humanitarian-profile-ar-raqqa-syria-crisis-food-health-and,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria","humanitarian,conflict,aid,"
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://www.catholic.org/news/international/africa/story.php?id=56766&c=r_o2XZMQwbloZ_2agxDfiSnsCOqjZWGHDexbBhZZndI&mkt=en-us,Syria,Syria,"attacks,attacks,missiles,attacks,attacks,attacks,"
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.middleeasteye.net/news/dismal-job-prospects-syrian-refugees-northern-iraq-1362795517,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,worse,force,border,Refugees,refugee,border,town,"
"bf5e75
",SY,SY,SY,042,"Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.worldpoliticsreview.com/trend-lines/14030/u-s-policy-in-syria-complicates-jordan-s-response-to-islamic-state-threat,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,regional,help,aid,"
"bf5e75
",SY,JO,SY,042,"Make a visit
",33.5,36.3,31.95,35.9333,33.5,36.3,http://www.worldpoliticsreview.com/trend-lines/14030/u-s-policy-in-syria-complicates-jordan-s-response-to-islamic-state-threat,"Damascus, Dimashq, Syria","Amman, (JO11), Jordan","Syria,regional,help,aid,"
"5e75bf
",SY,SY,SY,030,"Express intent to cooperate, not specified below
",35,38,35,38,35,38,http://reliefweb.int/report/jordan/icrc-president-discusses-regional-humanitarian-challenges,Syria,Syria,"humanitarian,conflict,humanitarian,humanitarian,humanitarian,humanitarian,established,refugee,help,activities,activities,humanitarian,help,"
"bf5e75
",SY,TU,SY,043,"Host a visit
",35,38,37.2353,39.7631,35,38,http://reliefweb.int/report/turkey/unhcr-turkey-syrian-refugee-daily-sitrep-21-august-2014,Syria,"Viransehir, Sanliurfa, Turkey","border,Syria,Syria,"
"bf5e75
",TU,SY,SY,042,"Make a visit
",37.2353,39.7631,35,38,35,38,http://reliefweb.int/report/turkey/unhcr-turkey-syrian-refugee-daily-sitrep-21-august-2014,"Viransehir, Sanliurfa, Turkey",Syria,"border,Syria,Syria,"
"17534d 
",SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.trust.org/item/20140902221010-3fbdn/?source=fiTheWire&c=C3bwKCYLNDxOUR_tIgy2U8_a61dgt3889KjJHyKYIfI&mkt=en-us,Syria,Syria,"refugee,refugee,agency,refugee,arrive,arrive,humanitarian,help,regional,refugee,refugee,Syria,refugee,humanitarian,suffering,refugee,help,refugee,humanitarian,"
"571d14
",HR,HR,HR,1712,"Destroy property
",45.8,16,45.8,16,45.8,16,http://www.dailymail.co.uk/news/article-2742558/British-aid-worker-David-Haines-husband-father-ISIS-hostage.html?ITO=1490&ns_mchannel=rss&ns_campaign=1490,"Zagreb, Zagreb, Grad, Croatia","Zagreb, Zagreb, Grad, Croatia","aid,aid,aid,refugee,border,aid,aid,aid,aid,aid,conflict,aid,aid,help,aid,freedom,Syria,refugee,aid,Syria,aid,humanitarian,Syria,humanitarian,conflict,"
"571d14
",UK,SY,UK,1712,"Destroy property
",51.5,-0.116667,35,38,51.5,-0.116667,http://www.dailymail.co.uk/news/article-2744019/Were-worried-Davids-safety-British-airstrikes-Family-aid-worker-captured-ISIS-fear-military-action-endanger-life.html,"London, London, City of, United Kingdom",Syria,"help,police,aid,police,affect,aid,police,help,humanitarian,Syria,help,aid,conflict,aid,aid,agency,aid,Syria,Syria,aid,refugee,aid,aid,refugee,border,aid,aid,aid,aid,aid,conflict,aid,help,aid,freedom,Syria,refugee,Syria,aid,humanitarian,Syria,humanitarian,conflict,"
"571d14
",UK,SY,SY,1712,"Destroy property
",51.5,-0.116667,35,38,35,38,http://www.dailymail.co.uk/news/article-2744019/Were-worried-Davids-safety-British-airstrikes-Family-aid-worker-captured-ISIS-fear-military-action-endanger-life.html,"London, London, City of, United Kingdom",Syria,"help,police,aid,police,affect,aid,police,help,humanitarian,Syria,help,aid,conflict,aid,aid,agency,aid,Syria,Syria,aid,refugee,aid,aid,refugee,border,aid,aid,aid,aid,aid,conflict,aid,help,aid,freedom,Syria,refugee,Syria,aid,humanitarian,Syria,humanitarian,conflict,"
"17534d 
",CA,SY,SY,075,"Grant asylum
",43.6667,-79.4167,35,38,35,38,http://www.cbc.ca/news/canada/ottawa/ottawa-sponsors-frustrated-with-syrian-refugee-claim-delays-1.2755326,"Toronto, Ontario, Canada",Syria,"refugee,refugee,refugee,Syria,"
"17534d 
",LE,SY,LE,075,"Grant asylum
",33.8333,35.8333,35,38,33.8333,35.8333,http://en.apa.az/news/215866,Lebanon,Syria,"refugee,aid,"
"17534d 
",SY,LE,SY,075,"Grant asylum
",35,38,33.8333,35.8333,35,38,http://en.apa.az/news/215866,Syria,Lebanon,"refugee,aid,"
"5e75bf
",GM,SY,SY,030,"Express intent to cooperate, not specified below
",52.5167,13.4,35,38,35,38,http://www.euractiv.com/sections/development-policy/un-high-commissioner-praises-germanys-refugee-policy-308193,"Berlin, Berlin, Germany",Syria,"refugee,Refugees,Refugees,refugee,refugee,refugee,asylum,refugee,refugee,refugee,refugee,refugee,refugee,"
"5f2fc4
",IS,SY,SY,020,"Appeal, not specified below
",32.0667,34.7667,32.9049,35.8072,32.9049,35.8072,http://www.trust.org/item/20140904111235-ulngv/,"Tel Aviv, Tel Aviv, Israel","Golan Heights, Syria (general), Syria","border,Syria,help,help,asylum,Syria,conflict,help,border,Syria,conflict,conflict,Syria,help,Syria,conflict,border,arrive,border,Syria,asylum,refugee,asylum,terrible,"
"ff4800
",IT,SY,SY,012,"Make pessimistic comment
",42.8333,12.8333,33.5,36.3,33.5,36.3,http://www.al-monitor.com/pulse/originals/2014/09/syria-us-islamic-state-cooperation-terror-assad-italy.html,Italy,"Damascus, Dimashq, Syria","Syria,asylum,seekers,Syria,"
"ff4800
",IT,SY,IT,012,"Make pessimistic comment
",42.8333,12.8333,33.5,36.3,42.8333,12.8333,http://www.al-monitor.com/pulse/originals/2014/09/syria-us-islamic-state-cooperation-terror-assad-italy.html,Italy,"Damascus, Dimashq, Syria","Syria,asylum,seekers,Syria,"
"bf5e75
",IT,SY,IT,043,"Host a visit
",35.5,12.6,35,38,35.5,12.6,http://newint.org/features/web-exclusive/2014/09/04/on-the-brides-side-director-interview/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%253A+newint+%2528New+Internationalist+-+The+people%252C+the+ideas%252C+the+action+in+the+fight+for+global+ju,"Lampedusa, Italy (general), Italy",Syria,"flee,help,conflict,Syria,conflict,asylum,conflict,border,agency,coast,humanitarian,humanitarian,humanitarian,Syria,refugee,asylum,asylum,"
"bf5e75
",JO,SY,SY,042,"Make a visit
",31,36,35,38,35,38,http://en.ammonnews.net/article.aspx?articleno=26564,Jordan,Syria,"regional,regional,aid,regional,"
"ff4800
",LE,SY,SY,010,"Make statement, not specified below
",33.8333,35.8333,35,38,35,38,http://en.apa.az/news/215866,Lebanon,Syria,"refugee,aid,"
"bf5e75
",LE,LE,LE,043,"Host a visit
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,http://en.trend.az/world/arab/2308429.html,Lebanon,Lebanon,"refugee,aid,"
"bf5e75
",LE,SY,LE,043,"Host a visit
",33.8333,35.8333,35,38,33.8333,35.8333,http://en.apa.az/news/215866,Lebanon,Syria,"refugee,aid,"
"bf5e75
",LE,SY,SY,043,"Host a visit
",33.8333,35.8333,35,38,35,38,http://en.apa.az/news/215866,Lebanon,Syria,"refugee,aid,"
"bf5e75
",LE,SY,SY,190,"Use conventional military force, not specified below
",33.8961,35.5008,35,38,35,38,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-05/269624-swap-cabinet-ministers-for-captives-families.ashx,"Grand Serail, Beyrouth, Lebanon",Syria,"border,town,help,"
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",33.1259,35.8246,33.1259,35.8246,33.1259,35.8246,http://www.timesofisrael.com/how-did-a-few-thousand-fighters-on-pickup-trucks-manage-to-frighten-the-world/,"Quneitra, Al Qunaytirah, Syria","Quneitra, Al Qunaytirah, Syria","conflict,activities,Syria,missiles,Syria,Syria,facilities,Syria,chaos,Syria,"
"e9c392
",SY,SY,IZ,112,"Accuse, not specified below
",37.1131,42.1672,37.1131,42.1672,36.1926,44.0106,http://reliefweb.int/report/iraq/serving-syrian-refugee-women-amid-iraqs-escalating-crisis,"Yafa, Al ?asakah, Syria","Yafa, Al ?asakah, Syria","conflict,humanitarian,conflict,facilities,Syria,refugee,Refugees,refugee,help,refugee,refugee,"
"e9c392
",SY,SY,SY,112,"Accuse, not specified below
",37.1131,42.1672,37.1131,42.1672,37.1131,42.1672,http://reliefweb.int/report/iraq/serving-syrian-refugee-women-amid-iraqs-escalating-crisis,"Yafa, Al ?asakah, Syria","Yafa, Al ?asakah, Syria","conflict,humanitarian,conflict,facilities,Syria,refugee,Refugees,refugee,help,refugee,refugee,"
"571d14
",HR,HR,HR,172,"Impose administrative sanctions, not specified below
",45.8,16,45.8,16,45.8,16,http://www.independent.co.uk/news/world/middle-east/british-hostage-captured-by-isis-is-experienced-aid-worker-who-helped-muslim-communities-in-the-balkans-9710389.html,"Zagreb, Zagreb, Grad, Croatia","Zagreb, Zagreb, Grad, Croatia","aid,help,refugee,border,aid,help,help,Syria,Syria,Syria,Syria,aid,aid,aid,aid,refugee,town,Syria,Syria,Syria,Syria,missiles,Syria,Syria,missiles,Syria,Syria,Syria,police,police,Syria,border,Syria,border,Syria,border,Syria,border,Syria,force,border,border,town,help,"
"571d14
",UK,UK,UK,173,"Arrest, detain, or charge with legal action 
",56.5,-4,56.5,-4,56.5,-4,http://www.mirror.co.uk/news/world-news/16-days-save-life-british-4161467,"Perthshire, Perth and Kinross, United Kingdom","Perthshire, Perth and Kinross, United Kingdom","aid,aid,freedom,humanitarian,refugee,Syria,"
"571d14
",SY,SY,SY,173,"Arrest, detain, or charge with legal action 
",35,38,35,38,35,38,http://www.dailyrecord.co.uk/news/scottish-news/16-days-save-life-scottish-4161729,Syria,Syria,"aid,aid,freedom,humanitarian,refugee,Syria,"
"571d14
",UK,UK,UK,173,"Arrest, detain, or charge with legal action 
",54,-2,54,-2,54,-2,http://www.dailyrecord.co.uk/news/scottish-news/16-days-save-life-scottish-4161729,United Kingdom,United Kingdom,"aid,aid,freedom,humanitarian,refugee,Syria,"
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://en.ammonnews.net/article.aspx?articleno=26564,Syria,Syria,"regional,regional,aid,regional,"
"bf5e75
",SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://en.ammonnews.net/article.aspx?articleno=26564,Syria,Syria,"regional,regional,aid,regional,"
"bf5e75
",SY,SY,SY,190,"Use conventional military force, not specified below
",35,38,35,38,35,38,http://www.christiantoday.com.au/article/number.of.displaced.syrians.exceeds.3.million/17887.htm,Syria,Syria,"humanitarian,Refugees,Syria,humanitarian,"
"bf5e75
",SY,IT,IT,042,"Make a visit
",35,38,35.5,12.6,35.5,12.6,http://newint.org/features/web-exclusive/2014/09/04/on-the-brides-side-director-interview/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%253A+newint+%2528New+Internationalist+-+The+people%252C+the+ideas%252C+the+action+in+the+fight+for+global+ju,Syria,"Lampedusa, Italy (general), Italy","flee,help,conflict,Syria,conflict,asylum,conflict,border,agency,coast,humanitarian,humanitarian,humanitarian,Syria,refugee,asylum,asylum,"
